CustomerID,Age_Group,Gender,Income_Group
11631,Adult,Female,"Upper Middle Income"
11632,Youth,Female,"Middle Income"
11633,Adult,Female,"Upper Middle Income"
11634,Adult,Female,"Middle Income"
11635,Adult,Female,"Upper Middle Income"
11636,Adult,Female,"Middle Income"
11637,Adult,Male,"High Income"
11638,Youth,Female,"High Income"
11639,Adult,Male,"Upper Middle Income"
11640,Adult,Male,"Upper Middle Income"
11641,Adult,Male,"Lower Middle Income"
11642,Adult,Female,"Upper Middle Income"
11643,Adult,Female,"High Income"
11644,Adult,Female,"Upper Middle Income"
11645,Adult,Male,"Lower Middle Income"
11646,Adult,Female,"High Income"
11647,Adult,Female,"Lower Middle Income"
11648,Adult,Female,"Low Income"
11649,Adult,Female,"Low Income"
11650,Adult,Male,"Lower Middle Income"
11651,Adult,Female,"High Income"
11652,Senior,Female,"Upper Middle Income"
11653,Adult,Female,"Upper Middle Income"
11654,Adult,Female,"Middle Income"
11655,Adult,Female,"Upper Middle Income"
11656,Adult,Female,"Lower Middle Income"
11657,Senior,Male,"Upper Middle Income"
11658,Adult,Male,"Upper Middle Income"
11659,Adult,Female,"Lower Middle Income"
11660,Adult,Female,"Lower Middle Income"
11661,Senior,Male,"Lower Middle Income"
11662,Youth,Female,"Lower Middle Income"
11663,Youth,Female,"High Income"
11664,Adult,Female,"Upper Middle Income"
11665,Adult,Female,"Middle Income"
11666,Youth,Female,"Low Income"
11667,Adult,Female,"Lower Middle Income"
11668,Adult,Female,"Middle Income"
11669,Adult,Female,"Low Income"
11670,Youth,Male,"Middle Income"
11671,Adult,Male,"Upper Middle Income"
11672,Adult,Female,"Upper Middle Income"
11673,Youth,Female,"High Income"
11674,Adult,Female,"Lower Middle Income"
11675,Adult,Female,"Lower Middle Income"
11676,Adult,Male,"Upper Middle Income"
11677,Adult,Female,"Upper Middle Income"
11678,Youth,Female,"Upper Middle Income"
11679,Adult,Female,"Middle Income"
11680,Adult,Female,"High Income"
11681,Adult,Female,"Middle Income"
11682,Youth,Female,"High Income"
11683,Adult,Female,"High Income"
11684,Adult,Male,"High Income"
11685,Adult,Female,"Upper Middle Income"
11686,Adult,Female,"Upper Middle Income"
11687,Adult,Female,"Middle Income"
11688,Youth,Male,"Middle Income"
11689,Adult,Female,"Upper Middle Income"
11690,Adult,Female,"Upper Middle Income"
11691,Adult,Female,"Upper Middle Income"
11692,Adult,Male,"Middle Income"
11693,Adult,Female,"Upper Middle Income"
11694,Youth,Female,"High Income"
11695,Adult,Female,"Upper Middle Income"
11696,Adult,Male,"Low Income"
11697,Senior,Male,"Upper Middle Income"
11698,Adult,Female,"Low Income"
11699,Adult,Male,"Upper Middle Income"
11700,Adult,Male,"Middle Income"
11701,Adult,Male,"Upper Middle Income"
11702,Senior,Female,"Middle Income"
11703,Adult,Female,"Lower Middle Income"
11704,Adult,Male,"Low Income"
11705,Senior,Male,"Middle Income"
11706,Adult,Female,"High Income"
11707,Adult,Female,"Middle Income"
11708,Senior,Male,"Upper Middle Income"
11709,Adult,Male,"High Income"
11710,Senior,Female,"Middle Income"
11711,Adult,Female,"Middle Income"
11712,Adult,Female,"High Income"
11713,Adult,Female,"Lower Middle Income"
11714,Adult,Male,"High Income"
11715,Adult,Female,"Upper Middle Income"
11716,Adult,Female,"Upper Middle Income"
11717,Adult,Female,"Upper Middle Income"
11718,Senior,Male,"Upper Middle Income"
11719,Adult,Female,"Middle Income"
11720,Adult,Female,"High Income"
11721,Adult,Male,"High Income"
11722,Adult,Female,"Upper Middle Income"
11723,Adult,Male,"Low Income"
11724,Adult,Male,"Upper Middle Income"
11725,Senior,Male,"Middle Income"
11726,Adult,Male,"Upper Middle Income"
11727,Adult,Male,"High Income"
11728,Adult,Female,"High Income"
11729,Adult,Female,"Lower Middle Income"
11730,Senior,Female,"Upper Middle Income"
11731,Adult,Male,"Upper Middle Income"
11732,Adult,Female,"Middle Income"
11733,Adult,Female,"Upper Middle Income"
11734,Adult,Female,"Lower Middle Income"
11735,Adult,Female,"Middle Income"
11736,Adult,Female,"Low Income"
11737,Adult,Female,"Upper Middle Income"
11738,Adult,Female,"Middle Income"
11739,Adult,Male,"Upper Middle Income"
11740,Adult,Female,"Middle Income"
11741,Adult,Female,"Upper Middle Income"
11742,Youth,Female,"Middle Income"
11743,Adult,Female,"Middle Income"
11744,Adult,Female,"Middle Income"
11745,Adult,Female,"Upper Middle Income"
11746,Adult,Male,"Middle Income"
11747,Adult,Male,"Upper Middle Income"
11748,Adult,Male,"Upper Middle Income"
11749,Adult,Female,"Middle Income"
11750,Adult,Female,"Lower Middle Income"
11751,Senior,Female,"Upper Middle Income"
11752,Adult,Female,"Lower Middle Income"
11753,Adult,Female,"Upper Middle Income"
11754,Adult,Female,"High Income"
11755,Adult,Female,"Upper Middle Income"
11756,Adult,Female,"Lower Middle Income"
11757,Youth,Female,"Upper Middle Income"
11758,Adult,Male,"Upper Middle Income"
11759,Adult,Female,"Middle Income"
11760,Adult,Female,"Middle Income"
11761,Adult,Male,"Upper Middle Income"
11762,Adult,Female,"Upper Middle Income"
11763,Adult,Female,"Low Income"
11764,Adult,Female,"Middle Income"
11765,Adult,Male,"Lower Middle Income"
11766,Adult,Female,"Upper Middle Income"
11767,Senior,Female,"Upper Middle Income"
11768,Adult,Male,"Upper Middle Income"
11769,Adult,Female,"Lower Middle Income"
11770,Adult,Male,"Low Income"
11771,Adult,Male,"High Income"
11772,Youth,Male,"Low Income"
11773,Youth,Male,"Lower Middle Income"
11774,Adult,Female,"Upper Middle Income"
11775,Adult,Male,"Upper Middle Income"
11776,Adult,Female,"High Income"
11777,Adult,Female,"Lower Middle Income"
11778,Adult,Female,"Lower Middle Income"
11779,Adult,Female,"Middle Income"
11780,Adult,Female,"Upper Middle Income"
11781,Adult,Female,"Upper Middle Income"
11782,Adult,Male,"Middle Income"
11783,Adult,Female,"Upper Middle Income"
11784,Senior,Female,"Upper Middle Income"
11785,Adult,Male,"Upper Middle Income"
11786,Adult,Male,"Upper Middle Income"
11787,Senior,Male,"Upper Middle Income"
11788,Adult,Female,"High Income"
11789,Adult,Female,"Middle Income"
11790,Adult,Female,"Upper Middle Income"
11791,Youth,Male,"High Income"
11792,Adult,Female,"Upper Middle Income"
11793,Adult,Male,"Upper Middle Income"
11794,Adult,Male,"Upper Middle Income"
11795,Youth,Female,"Middle Income"
11796,Senior,Male,"High Income"
11797,Adult,Male,"Lower Middle Income"
11798,Adult,Male,"Upper Middle Income"
11799,Adult,Female,"Upper Middle Income"
11800,Adult,Female,"High Income"
11801,Adult,Female,"High Income"
11802,Senior,Female,"High Income"
11803,Adult,Male,"Upper Middle Income"
11804,Adult,Female,"Upper Middle Income"
11805,Adult,Female,"Lower Middle Income"
11806,Youth,Male,"Upper Middle Income"
11807,Adult,Male,"Upper Middle Income"
11808,Youth,Male,"High Income"
11809,Adult,Female,"High Income"
11810,Youth,Male,"Upper Middle Income"
11811,Adult,Female,"High Income"
11812,Adult,Male,"Lower Middle Income"
11813,Youth,Male,"Middle Income"
11814,Adult,Female,"Upper Middle Income"
11815,Adult,Female,"Middle Income"
11816,Adult,Male,"Low Income"
11817,Youth,Male,"High Income"
11818,Adult,Male,"Middle Income"
11819,Adult,Male,"Lower Middle Income"
11820,Adult,Male,"Lower Middle Income"
11821,Adult,Female,"Middle Income"
11822,Adult,Female,"Middle Income"
11823,Youth,Female,"Lower Middle Income"
11824,Adult,Male,"Upper Middle Income"
11825,Adult,Male,"Middle Income"
11826,Adult,Male,"Middle Income"
11827,Adult,Female,"Low Income"
11828,Adult,Female,"High Income"
11829,Senior,Male,"Upper Middle Income"
11830,Adult,Female,"Lower Middle Income"
11831,Adult,Female,"Upper Middle Income"
11832,Adult,Male,"Upper Middle Income"
11833,Adult,Male,"Middle Income"
11834,Adult,Female,"High Income"
11835,Adult,Female,"High Income"
11836,Adult,Male,"High Income"
11837,Adult,Male,"High Income"
11838,Adult,Female,"Upper Middle Income"
11839,Adult,Male,"Middle Income"
11840,Adult,Female,"Upper Middle Income"
11841,Adult,Female,"Upper Middle Income"
11842,Adult,Male,"Low Income"
11843,Adult,Male,"Low Income"
11844,Adult,Female,"Middle Income"
11845,Adult,Male,"High Income"
11846,Adult,Male,"High Income"
11847,Adult,Female,"High Income"
11848,Youth,Male,"Upper Middle Income"
11849,Youth,Female,"Upper Middle Income"
11850,Adult,Male,"Upper Middle Income"
11851,Adult,Female,"High Income"
11852,Adult,Male,"Upper Middle Income"
11853,Adult,Female,"High Income"
11854,Adult,Female,"Middle Income"
11855,Adult,Male,"Middle Income"
11856,Adult,Female,"Middle Income"
11857,Senior,Male,"Low Income"
11858,Adult,Female,"Middle Income"
11859,Adult,Female,"High Income"
11860,Adult,Female,"Upper Middle Income"
11861,Adult,Male,"Upper Middle Income"
11862,Adult,Female,"Low Income"
11863,Adult,Male,"Lower Middle Income"
11864,Adult,Female,"Middle Income"
11865,Adult,Female,"Upper Middle Income"
11866,Youth,Male,"Upper Middle Income"
11867,Youth,Male,"Upper Middle Income"
11868,Adult,Female,"Low Income"
11869,Youth,Female,"Upper Middle Income"
11870,Youth,Male,"Middle Income"
11871,Adult,Male,"Middle Income"
11872,Adult,Female,"Middle Income"
11873,Adult,Male,"Upper Middle Income"
11874,Adult,Male,"Lower Middle Income"
11875,Adult,Male,"Low Income"
11876,Adult,Male,"Upper Middle Income"
11877,Adult,Female,"Lower Middle Income"
11878,Adult,Female,"Middle Income"
11879,Adult,Female,"Lower Middle Income"
11880,Adult,Male,"Lower Middle Income"
11881,Adult,Female,"High Income"
11882,Adult,Female,"High Income"
11883,Adult,Male,"Middle Income"
11884,Senior,Female,"High Income"
11885,Senior,Female,"High Income"
11886,Adult,Female,"Middle Income"
11887,Youth,Female,"Upper Middle Income"
11888,Adult,Female,"High Income"
11889,Adult,Male,"Low Income"
11890,Senior,Female,"High Income"
11891,Senior,Male,"Upper Middle Income"
11892,Adult,Female,"Upper Middle Income"
11893,Adult,Female,"Lower Middle Income"
11894,Youth,Female,"High Income"
11895,Adult,Female,"Middle Income"
11896,Youth,Female,"Upper Middle Income"
11897,Senior,Male,"Low Income"
11898,Adult,Female,"Middle Income"
11899,Senior,Female,"Lower Middle Income"
11900,Youth,Female,"Upper Middle Income"
11901,Adult,Female,"Upper Middle Income"
11902,Adult,Male,"Upper Middle Income"
11903,Youth,Male,"High Income"
11904,Adult,Female,"High Income"
11905,Adult,Female,"Upper Middle Income"
11906,Youth,Male,"Upper Middle Income"
11907,Adult,Female,"Middle Income"
11908,Adult,Female,"Lower Middle Income"
11909,Adult,Male,"High Income"
11910,Adult,Female,"Lower Middle Income"
11911,Adult,Female,"Upper Middle Income"
11912,Adult,Female,"Upper Middle Income"
11913,Senior,Female,"Middle Income"
11914,Senior,Female,"Middle Income"
11915,Youth,Male,"Lower Middle Income"
11916,Adult,Male,"Middle Income"
11917,Adult,Male,"Upper Middle Income"
11918,Adult,Female,"High Income"
11919,Adult,Male,"Upper Middle Income"
11920,Adult,Male,"Middle Income"
11921,Adult,Male,"Low Income"
11922,Adult,Male,"Lower Middle Income"
11923,Adult,Female,"Upper Middle Income"
11924,Adult,Male,"Lower Middle Income"
11925,Youth,Female,"Lower Middle Income"
11926,Youth,Female,"Low Income"
11927,Adult,Male,"Middle Income"
11928,Adult,Female,"Upper Middle Income"
11929,Senior,Female,"Upper Middle Income"
11930,Adult,Male,"Middle Income"
11931,Adult,Male,"High Income"
11932,Adult,Male,"Upper Middle Income"
11933,Senior,Male,"Upper Middle Income"
11934,Adult,Male,"Lower Middle Income"
11935,Adult,Female,"Lower Middle Income"
11936,Adult,Female,"Low Income"
11937,Senior,Female,"Upper Middle Income"
11938,Adult,Male,"Lower Middle Income"
11939,Youth,Male,"Upper Middle Income"
11940,Youth,Female,"Lower Middle Income"
11941,Adult,Male,"Lower Middle Income"
11942,Adult,Male,"Low Income"
11943,Senior,Female,"High Income"
11944,Adult,Male,"High Income"
11945,Adult,Female,"High Income"
11946,Adult,Male,"Low Income"
11947,Adult,Female,"Upper Middle Income"
11948,Adult,Female,"High Income"
11949,Senior,Female,"High Income"
11950,Youth,Male,"Middle Income"
11951,Adult,Female,"Upper Middle Income"
11952,Adult,Female,"Upper Middle Income"
11953,Adult,Female,"Low Income"
11954,Adult,Female,"High Income"
11955,Senior,Female,"Lower Middle Income"
11956,Senior,Male,"High Income"
11957,Adult,Female,"Middle Income"
11958,Adult,Female,"Middle Income"
11959,Adult,Male,"Middle Income"
11960,Adult,Male,"Upper Middle Income"
11961,Adult,Female,"Upper Middle Income"
11962,Adult,Female,"Lower Middle Income"
11963,Adult,Male,"Upper Middle Income"
11964,Youth,Male,"Low Income"
11965,Senior,Male,"Lower Middle Income"
11966,Youth,Female,"Upper Middle Income"
11967,Adult,Male,"Upper Middle Income"
11968,Adult,Female,"Middle Income"
11969,Adult,Male,"High Income"
11970,Adult,Female,"High Income"
11971,Adult,Female,"Low Income"
11972,Adult,Male,"Lower Middle Income"
11973,Adult,Male,"Upper Middle Income"
11974,Adult,Female,"Upper Middle Income"
11975,Senior,Male,"High Income"
11976,Adult,Male,"Middle Income"
11977,Adult,Female,"Middle Income"
11978,Adult,Female,"Upper Middle Income"
11979,Adult,Female,"Low Income"
11980,Adult,Male,"Lower Middle Income"
11981,Adult,Male,"Middle Income"
11982,Adult,Male,"Upper Middle Income"
11983,Adult,Female,"Upper Middle Income"
11984,Adult,Female,"Upper Middle Income"
11985,Adult,Female,"Low Income"
11986,Adult,Male,"Lower Middle Income"
11987,Adult,Female,"Lower Middle Income"
11988,Youth,Male,"Upper Middle Income"
11989,Adult,Male,"Upper Middle Income"
11990,Adult,Female,"High Income"
11991,Adult,Male,"Lower Middle Income"
11992,Adult,Female,"High Income"
11993,Adult,Female,"Lower Middle Income"
11994,Adult,Female,"High Income"
11995,Adult,Female,"Low Income"
11996,Adult,Female,"High Income"
11997,Adult,Female,"High Income"
11998,Adult,Male,"Middle Income"
11999,Adult,Female,"Middle Income"
12000,Adult,Female,"Middle Income"
12001,Adult,Female,"High Income"
12002,Adult,Female,"Low Income"
12003,Youth,Male,"Lower Middle Income"
12004,Adult,Male,"Middle Income"
12005,Adult,Male,"Upper Middle Income"
12006,Adult,Female,"Middle Income"
12007,Adult,Female,"Lower Middle Income"
12008,Adult,Female,"High Income"
12009,Youth,Male,"High Income"
12010,Adult,Male,"Middle Income"
12011,Senior,Female,"Upper Middle Income"
12012,Adult,Female,"Middle Income"
12013,Adult,Female,"Upper Middle Income"
12014,Senior,Female,"Lower Middle Income"
12015,Adult,Male,"Middle Income"
12016,Adult,Female,"Lower Middle Income"
12017,Senior,Female,"Middle Income"
12018,Adult,Female,"Lower Middle Income"
12019,Youth,Female,"High Income"
12020,Adult,Female,"Low Income"
12021,Adult,Female,"Upper Middle Income"
12022,Adult,Female,"Middle Income"
12023,Adult,Female,"Upper Middle Income"
12024,Adult,Female,"Middle Income"
12025,Adult,Male,"Upper Middle Income"
12026,Adult,Female,"Lower Middle Income"
12027,Adult,Female,"Low Income"
12028,Adult,Male,"Middle Income"
12029,Senior,Female,"Lower Middle Income"
12030,Senior,Male,"Upper Middle Income"
12031,Adult,Male,"Upper Middle Income"
12032,Senior,Male,"Upper Middle Income"
12033,Adult,Female,"High Income"
12034,Adult,Female,"Lower Middle Income"
12035,Adult,Female,"High Income"
12036,Adult,Female,"High Income"
12037,Senior,Female,"High Income"
12038,Adult,Male,"Upper Middle Income"
12039,Adult,Male,"Lower Middle Income"
12040,Youth,Female,"Lower Middle Income"
12041,Youth,Female,"Middle Income"
12042,Adult,Female,"High Income"
12043,Adult,Female,"High Income"
12044,Senior,Female,"Lower Middle Income"
12045,Adult,Male,"Upper Middle Income"
12046,Adult,Female,"Upper Middle Income"
12047,Senior,Female,"Upper Middle Income"
12048,Adult,Female,"Upper Middle Income"
12049,Adult,Male,"High Income"
12050,Adult,Female,"Lower Middle Income"
12051,Senior,Female,"Lower Middle Income"
12052,Adult,Male,"Middle Income"
12053,Adult,Female,"High Income"
12054,Adult,Male,"Lower Middle Income"
12055,Adult,Female,"High Income"
12056,Adult,Female,"High Income"
12057,Youth,Female,"High Income"
12058,Youth,Male,"Upper Middle Income"
12059,Adult,Male,"Low Income"
12060,Adult,Male,"Upper Middle Income"
12061,Adult,Male,"High Income"
12062,Adult,Male,"Lower Middle Income"
12063,Adult,Female,"High Income"
12064,Senior,Male,"Middle Income"
12065,Adult,Female,"Middle Income"
12066,Adult,Male,"Upper Middle Income"
12067,Adult,Female,"Upper Middle Income"
12068,Adult,Female,"Low Income"
12069,Adult,Female,"Upper Middle Income"
12070,Youth,Female,"Upper Middle Income"
12071,Adult,Male,"High Income"
12072,Adult,Female,"Lower Middle Income"
12073,Adult,Female,"Upper Middle Income"
12074,Adult,Female,"Upper Middle Income"
12075,Adult,Female,"Upper Middle Income"
12076,Youth,Female,"High Income"
12077,Adult,Female,"Middle Income"
12078,Adult,Female,"Lower Middle Income"
12079,Adult,Female,"Upper Middle Income"
12080,Adult,Female,"Lower Middle Income"
12081,Adult,Male,"Upper Middle Income"
12082,Adult,Male,"Upper Middle Income"
12083,Adult,Female,"Lower Middle Income"
12084,Adult,Female,"Low Income"
12085,Senior,Male,"Upper Middle Income"
12086,Adult,Male,"High Income"
12087,Adult,Female,"Middle Income"
12088,Senior,Female,"Upper Middle Income"
12089,Adult,Male,"Middle Income"
12090,Youth,Female,"Middle Income"
12091,Adult,Female,"Lower Middle Income"
12092,Youth,Female,"High Income"
12093,Youth,Female,"Upper Middle Income"
12094,Youth,Female,"Middle Income"
12095,Adult,Male,"Upper Middle Income"
12096,Adult,Female,"Low Income"
12097,Adult,Male,"Upper Middle Income"
12098,Youth,Female,"High Income"
12099,Adult,Male,"High Income"
12100,Adult,Female,"Middle Income"
12101,Adult,Male,"Upper Middle Income"
12102,Adult,Female,"Upper Middle Income"
12103,Adult,Male,"Lower Middle Income"
12104,Youth,Female,"Upper Middle Income"
12105,Adult,Female,"Upper Middle Income"
12106,Youth,Female,"Upper Middle Income"
12107,Adult,Female,"Lower Middle Income"
12108,Adult,Male,"Upper Middle Income"
12109,Youth,Female,"Low Income"
12110,Adult,Female,"High Income"
12111,Adult,Female,"Low Income"
12112,Adult,Female,"High Income"
12113,Adult,Female,"Lower Middle Income"
12114,Adult,Female,"High Income"
12115,Adult,Female,"Lower Middle Income"
12116,Youth,Female,"Upper Middle Income"
12117,Adult,Female,"High Income"
12118,Adult,Female,"High Income"
12119,Adult,Male,"Lower Middle Income"
12120,Adult,Male,"Low Income"
12121,Adult,Male,"Upper Middle Income"
12122,Adult,Male,"Upper Middle Income"
12123,Youth,Female,"High Income"
12124,Adult,Female,"High Income"
12125,Adult,Male,"Upper Middle Income"
12126,Adult,Female,"High Income"
12127,Adult,Female,"Lower Middle Income"
12128,Adult,Female,"Upper Middle Income"
12129,Adult,Female,"High Income"
12130,Adult,Female,"Lower Middle Income"
12131,Adult,Female,"High Income"
12132,Adult,Male,"Upper Middle Income"
12133,Youth,Male,"Lower Middle Income"
12134,Adult,Male,"High Income"
12135,Adult,Male,"High Income"
12136,Adult,Female,"High Income"
12137,Adult,Female,"Lower Middle Income"
12138,Adult,Female,"High Income"
12139,Adult,Female,"High Income"
12140,Youth,Male,"Lower Middle Income"
12141,Youth,Female,"Lower Middle Income"
12142,Adult,Female,"High Income"
12143,Adult,Male,"Middle Income"
12144,Adult,Male,"High Income"
12145,Adult,Female,"Middle Income"
12146,Adult,Female,"Upper Middle Income"
12147,Adult,Female,"High Income"
12148,Youth,Female,"High Income"
12149,Adult,Female,"Middle Income"
12150,Adult,Male,"Middle Income"
12151,Adult,Male,"Low Income"
12152,Adult,Female,"High Income"
12153,Adult,Female,"Upper Middle Income"
12154,Adult,Female,"Middle Income"
12155,Adult,Female,"Upper Middle Income"
12156,Youth,Female,"Upper Middle Income"
12157,Adult,Female,"Low Income"
12158,Adult,Female,"Upper Middle Income"
12159,Adult,Female,"Low Income"
12160,Adult,Male,"Lower Middle Income"
12161,Adult,Female,"Middle Income"
12162,Adult,Female,"Upper Middle Income"
12163,Adult,Female,"Upper Middle Income"
12164,Adult,Male,"Low Income"
12165,Adult,Female,"Lower Middle Income"
12166,Adult,Female,"Upper Middle Income"
12167,Adult,Female,"Upper Middle Income"
12168,Adult,Female,"Middle Income"
12169,Adult,Male,"Upper Middle Income"
12170,Adult,Female,"Middle Income"
12171,Adult,Female,"High Income"
12172,Adult,Female,"Upper Middle Income"
12173,Adult,Male,"Lower Middle Income"
12174,Senior,Male,"High Income"
12175,Adult,Female,"High Income"
12176,Adult,Female,"Middle Income"
12177,Senior,Female,"Lower Middle Income"
12178,Adult,Male,"Middle Income"
12179,Senior,Female,"High Income"
12180,Adult,Female,"Low Income"
12181,Adult,Male,"Upper Middle Income"
12182,Senior,Female,"Lower Middle Income"
12183,Adult,Female,"Low Income"
12184,Adult,Female,"Low Income"
12185,Adult,Male,"Upper Middle Income"
12186,Adult,Female,"Lower Middle Income"
12187,Youth,Male,"Middle Income"
12188,Adult,Male,"Middle Income"
12189,Adult,Male,"Upper Middle Income"
12190,Adult,Female,"High Income"
12191,Adult,Male,"Lower Middle Income"
12192,Adult,Female,"Upper Middle Income"
12193,Adult,Male,"Upper Middle Income"
12194,Adult,Male,"Lower Middle Income"
12195,Adult,Female,"Lower Middle Income"
12196,Adult,Male,"Upper Middle Income"
12197,Adult,Female,"Lower Middle Income"
12198,Adult,Male,"Lower Middle Income"
12199,Adult,Male,"Upper Middle Income"
12200,Adult,Male,"Upper Middle Income"
12201,Senior,Female,"Upper Middle Income"
12202,Adult,Male,"Lower Middle Income"
12203,Adult,Female,"Upper Middle Income"
12204,Senior,Female,"High Income"
12205,Adult,Female,"High Income"
12206,Adult,Female,"High Income"
12207,Adult,Female,"Upper Middle Income"
12208,Adult,Female,"Lower Middle Income"
12209,Adult,Male,"Middle Income"
12210,Adult,Male,"Low Income"
12211,Adult,Male,"Upper Middle Income"
12212,Adult,Male,"High Income"
12213,Adult,Male,"High Income"
12214,Senior,Female,"Upper Middle Income"
12215,Adult,Female,"Middle Income"
12216,Adult,Female,"High Income"
12217,Youth,Male,"High Income"
12218,Youth,Male,"Upper Middle Income"
12219,Adult,Female,"Middle Income"
12220,Adult,Female,"Middle Income"
12221,Adult,Female,"Middle Income"
12222,Adult,Female,"Lower Middle Income"
12223,Youth,Female,"High Income"
12224,Adult,Female,"Upper Middle Income"
12225,Adult,Male,"Middle Income"
12226,Adult,Female,"Upper Middle Income"
12227,Adult,Female,"Middle Income"
12228,Adult,Male,"Lower Middle Income"
12229,Adult,Female,"Upper Middle Income"
12230,Youth,Female,"Lower Middle Income"
12231,Adult,Female,"Lower Middle Income"
12232,Adult,Male,"Upper Middle Income"
12233,Adult,Female,"High Income"
12234,Senior,Female,"Middle Income"
12235,Adult,Female,"Upper Middle Income"
12236,Adult,Male,"High Income"
12237,Senior,Female,"Upper Middle Income"
12238,Youth,Female,"High Income"
12239,Senior,Male,"High Income"
12240,Adult,Male,"Middle Income"
12241,Senior,Female,"Lower Middle Income"
12242,Adult,Female,"High Income"
12243,Adult,Male,"Lower Middle Income"
12244,Adult,Female,"Lower Middle Income"
12245,Adult,Female,"Low Income"
12246,Adult,Male,"Upper Middle Income"
12247,Adult,Female,"High Income"
12248,Adult,Male,"Lower Middle Income"
12249,Adult,Female,"Upper Middle Income"
12250,Adult,Female,"Upper Middle Income"
12251,Adult,Female,"Middle Income"
12252,Adult,Male,"Low Income"
12253,Adult,Male,"High Income"
12254,Adult,Female,"Middle Income"
12255,Adult,Female,"Low Income"
12256,Adult,Female,"Middle Income"
12257,Adult,Female,"Lower Middle Income"
12258,Adult,Female,"Upper Middle Income"
12259,Adult,Male,"Middle Income"
12260,Adult,Male,"Middle Income"
12261,Adult,Male,"Upper Middle Income"
12262,Adult,Female,"Upper Middle Income"
12263,Youth,Male,"High Income"
12264,Adult,Male,"Middle Income"
12265,Adult,Female,"Low Income"
12266,Adult,Male,"Upper Middle Income"
12267,Adult,Female,"High Income"
12268,Adult,Male,"High Income"
12269,Adult,Male,"Lower Middle Income"
12270,Adult,Female,"Lower Middle Income"
12271,Adult,Male,"High Income"
12272,Adult,Female,"Upper Middle Income"
12273,Adult,Female,"Upper Middle Income"
12274,Adult,Male,"Middle Income"
12275,Adult,Male,"Upper Middle Income"
12276,Adult,Female,"Upper Middle Income"
12277,Senior,Male,"High Income"
12278,Adult,Male,"High Income"
12279,Adult,Female,"Upper Middle Income"
12280,Adult,Female,"Middle Income"
12281,Adult,Female,"Upper Middle Income"
12282,Adult,Female,"Middle Income"
12283,Senior,Female,"High Income"
12284,Adult,Male,"Lower Middle Income"
12285,Adult,Female,"Middle Income"
12286,Adult,Female,"High Income"
12287,Adult,Male,"Middle Income"
12288,Adult,Female,"Lower Middle Income"
12289,Youth,Male,"High Income"
12290,Adult,Male,"Lower Middle Income"
12291,Adult,Female,"Upper Middle Income"
12292,Adult,Female,"Low Income"
12293,Adult,Male,"Lower Middle Income"
12294,Adult,Male,"Middle Income"
12295,Adult,Female,"Low Income"
12296,Adult,Female,"Upper Middle Income"
12297,Youth,Female,"Middle Income"
12298,Adult,Female,"Upper Middle Income"
12299,Adult,Male,"Middle Income"
12300,Adult,Male,"Upper Middle Income"
12301,Adult,Female,"Upper Middle Income"
12302,Adult,Female,"High Income"
12303,Adult,Male,"High Income"
12304,Adult,Male,"Upper Middle Income"
12305,Adult,Female,"Lower Middle Income"
12306,Adult,Female,"Lower Middle Income"
12307,Adult,Female,"High Income"
12308,Adult,Male,"Middle Income"
12309,Adult,Female,"Middle Income"
12310,Adult,Female,"High Income"
12311,Adult,Female,"High Income"
12312,Adult,Female,"Middle Income"
12313,Adult,Female,"Upper Middle Income"
12314,Youth,Female,"Upper Middle Income"
12315,Adult,Female,"Lower Middle Income"
12316,Adult,Female,"Middle Income"
12317,Youth,Female,"Middle Income"
12318,Adult,Female,"High Income"
12319,Youth,Female,"High Income"
12320,Adult,Female,"High Income"
12321,Adult,Female,"Lower Middle Income"
12322,Adult,Female,"Middle Income"
12323,Adult,Female,"Upper Middle Income"
12324,Adult,Female,"Lower Middle Income"
12325,Youth,Female,"Middle Income"
12326,Adult,Female,"Middle Income"
12327,Adult,Male,"Upper Middle Income"
12328,Adult,Female,"Lower Middle Income"
12329,Adult,Male,"Middle Income"
12330,Adult,Male,"Lower Middle Income"
12331,Senior,Female,"High Income"
12332,Adult,Male,"Low Income"
12333,Adult,Male,"Upper Middle Income"
12334,Adult,Male,"Upper Middle Income"
12335,Adult,Male,"Upper Middle Income"
12336,Adult,Female,"Upper Middle Income"
12337,Adult,Female,"Upper Middle Income"
12338,Adult,Female,"Low Income"
12339,Adult,Male,"Lower Middle Income"
12340,Adult,Male,"Middle Income"
12341,Youth,Male,"Upper Middle Income"
12342,Adult,Female,"Middle Income"
12343,Adult,Female,"Upper Middle Income"
12344,Adult,Female,"Upper Middle Income"
12345,Adult,Female,"Middle Income"
12346,Adult,Female,"Upper Middle Income"
12347,Adult,Female,"High Income"
12348,Adult,Female,"Upper Middle Income"
12349,Youth,Male,"Lower Middle Income"
12350,Adult,Male,"High Income"
12351,Adult,Female,"Lower Middle Income"
12352,Adult,Female,"Low Income"
12353,Adult,Female,"Upper Middle Income"
12354,Senior,Female,"Lower Middle Income"
12355,Adult,Male,"Upper Middle Income"
12356,Adult,Female,"High Income"
12357,Adult,Female,"Upper Middle Income"
12358,Adult,Male,"Upper Middle Income"
12359,Adult,Female,"Lower Middle Income"
12360,Adult,Male,"High Income"
12361,Adult,Male,"Lower Middle Income"
12362,Youth,Female,"Lower Middle Income"
12363,Adult,Female,"Upper Middle Income"
12364,Adult,Male,"Upper Middle Income"
