CustomerID,AdSpend_Group,Pre_Purchase_Group,Customer_Loyalty,Conv_Probability
11732,"High Spend","Occasional Buyer","Silver Tier","High Probability"
11733,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11734,"Medium Spend","New Customer","Gold Tier","Low Probability"
11735,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11736,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
11737,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11738,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11739,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11740,"Medium Spend","Frequent Buyer","Bronze Tier","Low Probability"
11741,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11742,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11743,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11744,"High Spend","New Customer","Gold Tier","High Probability"
11745,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11746,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11747,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
11748,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
11749,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11750,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
11751,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
11752,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11753,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11754,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11755,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
11756,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
11757,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11758,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11759,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11760,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11761,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11762,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11763,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11764,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11765,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11766,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11767,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
11768,"Low Spend","Frequent Buyer","Bronze Tier","High Probability"
11769,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11770,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11771,"High Spend","New Customer","Silver Tier","High Probability"
11772,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11773,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
11774,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11775,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11776,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
11777,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11778,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11779,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11780,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11781,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
11782,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11783,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11784,"Medium Spend","New Customer","Gold Tier","High Probability"
11785,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11786,"Low Spend","New Customer","Bronze Tier","High Probability"
11787,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
11788,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11789,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11790,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
11791,"High Spend","New Customer","Platinum Tier","High Probability"
11792,"Low Spend","Frequent Buyer","Bronze Tier","High Probability"
11793,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11794,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11795,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11796,"Low Spend","Frequent Buyer","Bronze Tier","Low Probability"
11797,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
11798,"Low Spend","Occasional Buyer","Silver Tier","High Probability"
11799,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11800,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11801,"Medium Spend","Frequent Buyer","Bronze Tier","Low Probability"
11802,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11803,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11804,"High Spend","New Customer","Silver Tier","High Probability"
11805,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
11806,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11807,"Low Spend","Occasional Buyer","Platinum Tier","High Probability"
11808,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11809,"High Spend","Occasional Buyer","Silver Tier","High Probability"
11810,"High Spend","New Customer","Platinum Tier","High Probability"
11811,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11812,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11813,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11814,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11815,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
11816,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
11817,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11818,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11819,"High Spend","New Customer","Platinum Tier","High Probability"
11820,"High Spend","New Customer","Silver Tier","High Probability"
11821,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
11822,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11823,"Low Spend","Occasional Buyer","Bronze Tier","High Probability"
11824,"High Spend","Occasional Buyer","Silver Tier","High Probability"
11825,"High Spend","New Customer","Gold Tier","High Probability"
11826,"High Spend","New Customer","Platinum Tier","High Probability"
11827,"High Spend","New Customer","Silver Tier","High Probability"
11828,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11829,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11830,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
11831,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11832,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
11833,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11834,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11835,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11836,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11837,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11838,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11839,"High Spend","Occasional Buyer","Silver Tier","Low Probability"
11840,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11841,"High Spend","New Customer","Platinum Tier","Low Probability"
11842,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11843,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11844,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11845,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11846,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11847,"High Spend","Frequent Buyer","Silver Tier","Low Probability"
11848,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11849,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
11850,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11851,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11852,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
11853,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11854,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
11855,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
11856,"High Spend","Occasional Buyer","Silver Tier","High Probability"
11857,"High Spend","New Customer","Gold Tier","Low Probability"
11858,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11859,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11860,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
11861,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
11862,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
11863,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11864,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
11865,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11866,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
11867,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11868,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11869,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11870,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11871,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11872,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
11873,"Medium Spend","New Customer","Gold Tier","Low Probability"
11874,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11875,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11876,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
11877,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11878,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11879,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
11880,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11881,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11882,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11883,"Low Spend","Frequent Buyer","Silver Tier","High Probability"
11884,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11885,"Medium Spend","New Customer","Bronze Tier","High Probability"
11886,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11887,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11888,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
11889,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
11890,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
11891,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11892,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
11893,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11894,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11895,"High Spend","Occasional Buyer","Silver Tier","High Probability"
11896,"Medium Spend","New Customer","Bronze Tier","Low Probability"
11897,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11898,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
11899,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11900,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
11901,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
11902,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11903,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11904,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11905,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11906,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11907,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11908,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11909,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
11910,"Medium Spend","New Customer","Gold Tier","High Probability"
11911,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11912,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11913,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11914,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
11915,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11916,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11917,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11918,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11919,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11920,"High Spend","New Customer","Platinum Tier","High Probability"
11921,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11922,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
11923,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
11924,"High Spend","Occasional Buyer","Silver Tier","High Probability"
11925,"High Spend","New Customer","Platinum Tier","High Probability"
11926,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11927,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
11928,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11929,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11930,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
11931,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11932,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11933,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11934,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11935,"Low Spend","Frequent Buyer","Gold Tier","High Probability"
11936,"Medium Spend","New Customer","Platinum Tier","High Probability"
11937,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
11938,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
11939,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11940,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11941,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
11942,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11943,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11944,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11945,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11946,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11947,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11948,"High Spend","New Customer","Bronze Tier","Low Probability"
11949,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11950,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11951,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11952,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
11953,"High Spend","Occasional Buyer","Silver Tier","High Probability"
11954,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
11955,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11956,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11957,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11958,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11959,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
11960,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
11961,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
11962,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
11963,"High Spend","New Customer","Silver Tier","High Probability"
11964,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
11965,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11966,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11967,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11968,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
11969,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11970,"Medium Spend","New Customer","Platinum Tier","High Probability"
11971,"High Spend","Occasional Buyer","Silver Tier","High Probability"
11972,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11973,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11974,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
11975,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11976,"High Spend","New Customer","Gold Tier","High Probability"
11977,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
11978,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11979,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
11980,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11981,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11982,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
11983,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
11984,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11985,"Medium Spend","Frequent Buyer","Gold Tier","Low Probability"
11986,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11987,"Medium Spend","Occasional Buyer","Bronze Tier","Low Probability"
11988,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
11989,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11990,"High Spend","Occasional Buyer","Silver Tier","High Probability"
11991,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11992,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11993,"High Spend","Frequent Buyer","Silver Tier","High Probability"
11994,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
11995,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11996,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
11997,"High Spend","Occasional Buyer","Gold Tier","High Probability"
11998,"High Spend","Frequent Buyer","Gold Tier","High Probability"
11999,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12000,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
12001,"High Spend","New Customer","Silver Tier","High Probability"
12002,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12003,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12004,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12005,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12006,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12007,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12008,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12009,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12010,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12011,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12012,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12013,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
12014,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
12015,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12016,"High Spend","New Customer","Platinum Tier","High Probability"
12017,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12018,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
12019,"Medium Spend","New Customer","Gold Tier","Low Probability"
12020,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12021,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12022,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12023,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12024,"Medium Spend","New Customer","Bronze Tier","High Probability"
12025,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12026,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12027,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12028,"High Spend","New Customer","Silver Tier","High Probability"
12029,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12030,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12031,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
12032,"Medium Spend","New Customer","Silver Tier","High Probability"
12033,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12034,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12035,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12036,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12037,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12038,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
12039,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
12040,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12041,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12042,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
12043,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12044,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12045,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12046,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12047,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12048,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
12049,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12050,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
12051,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12052,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
12053,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12054,"High Spend","Frequent Buyer","Gold Tier","Low Probability"
12055,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12056,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12057,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12058,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12059,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
12060,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
12061,"Low Spend","Frequent Buyer","Bronze Tier","High Probability"
12062,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12063,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12064,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12065,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12066,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
12067,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12068,"High Spend","New Customer","Platinum Tier","High Probability"
12069,"High Spend","New Customer","Bronze Tier","Low Probability"
12070,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12071,"Medium Spend","New Customer","Gold Tier","Low Probability"
12072,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12073,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
12074,"Low Spend","Occasional Buyer","Gold Tier","High Probability"
12075,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12076,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
12077,"Low Spend","Frequent Buyer","Gold Tier","High Probability"
12078,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12079,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12080,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12081,"Medium Spend","New Customer","Platinum Tier","High Probability"
12082,"High Spend","New Customer","Gold Tier","High Probability"
12083,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12084,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12085,"High Spend","New Customer","Silver Tier","Low Probability"
12086,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
12087,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12088,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12089,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12090,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
12091,"Medium Spend","Frequent Buyer","Bronze Tier","Low Probability"
12092,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12093,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12094,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12095,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12096,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12097,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
12098,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12099,"High Spend","New Customer","Bronze Tier","High Probability"
12100,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12101,"Low Spend","Frequent Buyer","Silver Tier","High Probability"
12102,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
12103,"High Spend","New Customer","Gold Tier","High Probability"
12104,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12105,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12106,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12107,"High Spend","New Customer","Bronze Tier","High Probability"
12108,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12109,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
12110,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12111,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12112,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12113,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12114,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12115,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
12116,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
12117,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
12118,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
12119,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12120,"High Spend","New Customer","Gold Tier","High Probability"
12121,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12122,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12123,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12124,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12125,"High Spend","Occasional Buyer","Silver Tier","Low Probability"
12126,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
12127,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12128,"High Spend","Frequent Buyer","Silver Tier","Low Probability"
12129,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12130,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12131,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
12132,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12133,"High Spend","New Customer","Bronze Tier","High Probability"
12134,"Low Spend","Frequent Buyer","Silver Tier","High Probability"
12135,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
12136,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12137,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12138,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
12139,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12140,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12141,"Medium Spend","New Customer","Bronze Tier","Low Probability"
12142,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12143,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12144,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
12145,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12146,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
12147,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12148,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12149,"High Spend","New Customer","Bronze Tier","High Probability"
12150,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
12151,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12152,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12153,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
12154,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12155,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12156,"Low Spend","Occasional Buyer","Gold Tier","High Probability"
12157,"High Spend","Occasional Buyer","Silver Tier","High Probability"
12158,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
12159,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12160,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12161,"High Spend","Occasional Buyer","Gold Tier","High Probability"
12162,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12163,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
12164,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
12165,"High Spend","Frequent Buyer","Gold Tier","High Probability"
12166,"High Spend","New Customer","Platinum Tier","High Probability"
12167,"High Spend","New Customer","Gold Tier","High Probability"
12168,"High Spend","Frequent Buyer","Silver Tier","High Probability"
12169,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
12170,"Medium Spend","New Customer","Silver Tier","Low Probability"
12171,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
12172,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
