Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion
4248,12248,44,Male,33217,SEO,Retention,3788.13,0.28,0.13,10,7.63,8.58,0,18,1,4,1492,1
4249,12249,42,Female,83184,Referral,Retention,4126.4,0.29,0.12,42,6.01,12.93,41,18,9,7,3814,1
4250,12250,27,Female,108898,Social Media,Consideration,3820.51,0.16,0.11,9,8.1,6.69,57,1,4,4,1753,1
4251,12251,64,Female,61835,PPC,Awareness,6695.35,0.17,0.06,10,4.17,9.32,87,10,0,3,1541,1
4252,12252,40,Male,29133,Social Media,Conversion,3647.4,0.22,0.19,15,9.61,0.57,93,7,6,4,449,1
4253,12253,38,Male,121345,Referral,Consideration,301.4,0.14,0.19,19,3.81,8.85,95,16,3,3,1105,1
4254,12254,38,Female,60533,PPC,Retention,4446.34,0.07,0.01,41,7.64,1.67,95,0,7,3,4805,0
4255,12255,60,Female,25404,Social Media,Awareness,2319.11,0.23,0.07,43,5.53,3.3,84,17,7,8,3841,1
4256,12256,30,Female,53339,PPC,Retention,385.19,0.22,0.02,18,6.55,14.96,63,6,6,4,662,1
4257,12257,54,Female,48725,SEO,Awareness,4761.35,0.08,0.17,8,2.04,9.74,79,8,0,5,1460,0
4258,12258,50,Female,94332,SEO,Conversion,2138.95,0.25,0.18,35,6.5,13.1,3,8,2,8,4990,1
4259,12259,41,Male,65380,Email,Conversion,4582.14,0.19,0.11,14,6.07,1.33,16,9,5,9,3073,1
4260,12260,61,Male,68073,Referral,Awareness,2849.72,0.08,0.17,22,7.47,6.08,76,15,5,4,705,1
4261,12261,28,Male,80873,Social Media,Conversion,6076.72,0.2,0.14,20,3.59,13.01,98,10,5,3,245,1
4262,12262,34,Female,106900,PPC,Retention,9909.69,0.08,0.1,38,8.49,6.46,39,5,1,7,179,1
4263,12263,21,Male,147240,Email,Awareness,5517.6,0.09,0.08,4,9.51,4.18,33,11,7,2,1900,1
4264,12264,64,Male,61341,Referral,Retention,6504.27,0.26,0.06,21,8.94,7.47,55,9,2,9,3301,1
4265,12265,42,Female,21236,Referral,Awareness,9200.83,0.28,0.06,30,4.52,7.33,10,15,4,8,1089,1
4266,12266,47,Male,87916,Referral,Retention,3802.6,0.08,0.12,14,7.86,14.86,99,13,8,4,4111,1
4267,12267,26,Female,125481,Social Media,Conversion,1748.83,0.28,0.04,27,4.29,5.64,88,16,6,4,1459,1
4268,12268,38,Male,148357,SEO,Consideration,2899.69,0.08,0.04,37,8.77,14.38,39,19,8,8,2289,1
4269,12269,37,Male,34538,Email,Retention,4087.67,0.04,0.01,14,4.38,13.72,93,4,3,1,4757,0
4270,12270,36,Female,31971,Social Media,Awareness,6485.68,0.03,0.13,48,2.67,7.02,12,3,0,0,4282,0
4271,12271,36,Male,128601,PPC,Conversion,145.42,0.08,0.2,18,5.4,14.2,23,12,9,0,3438,1
4272,12272,29,Female,119821,Social Media,Awareness,8548.49,0.12,0.18,34,2.22,11.07,99,6,2,0,551,1
4273,12273,54,Female,103453,PPC,Retention,853.33,0.28,0.14,17,6.28,13.33,33,10,4,7,3543,1
4274,12274,59,Male,58655,PPC,Awareness,9016.49,0.08,0.16,9,6.19,13.43,7,10,9,4,4760,1
4275,12275,34,Male,97022,Referral,Awareness,9499.4,0.12,0.09,14,5.42,1.74,81,11,0,1,1704,1
4276,12276,54,Female,80784,Social Media,Retention,9902.02,0.22,0.07,49,6.43,13.5,6,2,6,9,1546,1
4277,12277,65,Male,142547,SEO,Conversion,8114.15,0.1,0.08,23,9.78,7.6,61,11,0,6,4518,1
4278,12278,56,Male,138177,PPC,Conversion,1504.37,0.21,0.03,46,4.45,9.74,45,2,7,7,2571,1
4279,12279,45,Female,81289,Referral,Retention,7091.05,0.14,0.13,19,4.8,4.86,85,0,6,4,133,1
4280,12280,58,Female,57410,SEO,Conversion,2112.88,0.07,0.04,36,3.47,9.86,70,9,1,4,309,1
4281,12281,52,Female,110982,Social Media,Consideration,8981.57,0.22,0.15,10,2.66,0.89,12,0,6,3,3404,1
4282,12282,64,Female,71302,SEO,Awareness,3234.4,0.02,0.05,8,3.6,5.88,1,0,5,6,1455,0
4283,12283,65,Female,146112,Social Media,Retention,3335.28,0.09,0.05,4,2.91,9.61,1,10,6,7,4929,1
4284,12284,35,Male,41703,PPC,Consideration,9184.77,0.11,0.19,10,4.89,3.35,28,15,0,8,4042,1
4285,12285,31,Female,64191,Email,Awareness,230.99,0.14,0.03,38,3.1,10.25,90,2,6,5,3068,1
4286,12286,52,Female,138454,Email,Retention,2020.26,0.21,0.1,26,5.66,12.52,81,2,8,1,2778,1
4287,12287,61,Male,74112,PPC,Conversion,4277.13,0.14,0.02,1,3.58,1.04,57,7,7,1,4845,1
4288,12288,58,Female,31399,SEO,Retention,7037.14,0.18,0.03,19,4.82,9.26,1,12,6,2,1847,1
4289,12289,24,Male,124365,Social Media,Retention,6510.91,0.18,0.13,20,2.16,8.92,58,15,1,4,4602,1
4290,12290,58,Male,32685,Email,Awareness,6727.18,0.12,0.13,49,2.48,11.84,52,14,6,7,1623,1
4291,12291,30,Female,107777,Social Media,Awareness,8812.22,0.28,0.05,29,6.53,10.61,67,9,1,7,853,1
4292,12292,35,Female,24487,PPC,Awareness,1298.2,0.29,0.18,47,6.09,7.09,60,16,3,8,35,1
4293,12293,54,Male,32018,SEO,Consideration,5269.4,0.18,0.14,0,2.54,5.64,48,2,0,0,2775,0
4294,12294,30,Male,50825,Social Media,Conversion,7282.23,0.03,0.07,34,3.65,14.79,45,13,2,4,2892,1
4295,12295,53,Female,27750,SEO,Retention,6397.57,0.15,0.06,25,2.99,7.78,71,0,4,7,4870,1
4296,12296,48,Female,78956,Email,Retention,4538.31,0.06,0.15,31,8.18,6.41,99,8,5,9,4263,1
4297,12297,19,Female,70229,Social Media,Conversion,269.43,0.15,0.15,8,4.28,14.9,58,18,2,2,4819,1
4298,12298,33,Female,103220,Referral,Retention,698.48,0.06,0.04,48,4.65,3.12,47,9,2,2,365,0
4299,12299,26,Male,63118,Email,Awareness,1277.52,0.21,0.08,39,6.98,3.2,8,10,9,5,4937,1
4300,12300,26,Male,79615,SEO,Retention,3497.95,0.03,0.05,20,3.93,14.66,17,13,5,3,3014,1
4301,12301,55,Female,99946,PPC,Conversion,1264.77,0.29,0.07,15,4.4,10.04,49,15,8,7,2214,1
4302,12302,28,Female,141337,Referral,Consideration,4318.21,0.07,0.06,11,8.18,8.04,85,6,1,6,2986,1
4303,12303,39,Male,141869,Social Media,Consideration,1868.56,0.2,0.2,35,8.15,1.48,74,8,1,0,4603,1
4304,12304,50,Male,77290,Email,Conversion,7813.75,0.28,0.15,36,6.44,5.66,26,12,6,7,536,1
4305,12305,53,Female,35105,Social Media,Retention,8727.73,0.08,0.16,26,6.03,6.78,31,6,3,4,427,1
4306,12306,62,Female,38913,Social Media,Retention,3957.51,0.28,0.06,6,2.63,7.92,65,0,0,5,3431,0
4307,12307,40,Female,121564,Referral,Consideration,5162.18,0.12,0.01,29,5.26,6.83,65,6,5,6,3710,1
4308,12308,62,Male,69515,Referral,Retention,9539.61,0.29,0.02,23,3.47,6.85,93,1,8,4,595,1
4309,12309,62,Female,67342,Referral,Consideration,5401.53,0.29,0.12,49,7.57,14.93,21,1,9,8,923,1
4310,12310,51,Female,132016,Referral,Conversion,9951.22,0.06,0.06,29,6.65,14.62,85,0,5,7,252,1
4311,12311,26,Female,135533,PPC,Conversion,1507.1,0.25,0.05,19,4.4,1.75,23,8,5,6,1895,1
4312,12312,41,Female,72184,SEO,Retention,8636.04,0.07,0.02,45,5.82,2.95,90,9,3,7,2363,1
4313,12313,25,Female,103247,Referral,Awareness,5022.31,0.08,0.18,39,4.79,14.15,74,9,0,2,3097,1
4314,12314,24,Female,80506,Email,Awareness,324.87,0.03,0.12,44,2.32,5.13,12,4,6,3,640,0
4315,12315,53,Female,44967,Social Media,Consideration,9725.01,0.06,0.03,27,8.03,9.37,90,6,3,1,266,1
4316,12316,35,Female,56023,Referral,Conversion,9653.97,0.19,0.16,3,9.08,12.07,14,9,8,0,2860,1
4317,12317,20,Female,74288,Email,Consideration,3894.38,0.14,0.15,11,9.37,7.33,48,2,3,2,2900,1
4318,12318,45,Female,141796,PPC,Conversion,9546.01,0.24,0.07,2,8.1,0.74,16,11,8,7,1728,1
4319,12319,23,Female,144939,Email,Consideration,1496.0,0.11,0.05,36,8.39,12.51,38,19,0,7,2445,1
4320,12320,61,Female,121541,Email,Consideration,6833.09,0.29,0.16,3,1.5,11.47,72,15,9,0,985,1
4321,12321,61,Female,46622,PPC,Consideration,2000.1,0.02,0.07,14,8.04,1.1,86,17,3,7,98,1
4322,12322,38,Female,65201,PPC,Retention,2541.81,0.03,0.17,27,3.73,13.51,3,15,1,2,3188,1
4323,12323,45,Female,95033,Social Media,Awareness,7815.44,0.21,0.02,36,2.24,12.93,56,9,5,6,1624,1
4324,12324,57,Female,36350,Referral,Conversion,3835.85,0.27,0.1,8,5.7,4.49,14,0,8,0,1815,1
4325,12325,18,Female,74820,Email,Consideration,170.56,0.24,0.04,13,6.13,1.66,42,15,1,3,837,0
4326,12326,53,Female,68709,SEO,Awareness,4200.96,0.15,0.14,31,5.36,6.35,30,4,1,2,577,1
4327,12327,38,Male,108232,SEO,Consideration,2357.89,0.09,0.2,47,6.88,13.19,5,11,0,1,3421,1
4328,12328,60,Female,47470,Social Media,Consideration,6864.97,0.01,0.09,2,7.43,7.49,89,15,8,9,1395,1
4329,12329,52,Male,50889,SEO,Conversion,2025.04,0.16,0.03,46,2.23,4.58,58,13,0,9,3331,1
4330,12330,30,Male,30224,Social Media,Retention,8438.31,0.15,0.07,17,6.55,3.86,64,9,1,4,4435,1
4331,12331,66,Female,127260,Referral,Consideration,2744.22,0.11,0.18,49,1.49,5.65,85,15,4,3,738,1
4332,12332,27,Male,25465,Social Media,Conversion,3990.98,0.18,0.16,13,5.04,14.91,29,14,6,0,625,1
4333,12333,61,Male,102418,PPC,Retention,3050.56,0.22,0.05,24,1.9,13.24,57,10,8,8,1937,1
4334,12334,64,Male,117739,PPC,Retention,6474.84,0.21,0.19,38,5.05,8.43,85,5,0,6,2020,1
4335,12335,27,Male,113480,PPC,Awareness,1101.52,0.09,0.13,25,2.58,12.22,96,18,7,5,3726,1
4336,12336,63,Female,75214,PPC,Awareness,4833.18,0.18,0.04,5,7.61,5.09,55,14,0,6,231,0
4337,12337,30,Female,115373,PPC,Consideration,3411.1,0.05,0.12,25,9.1,9.42,68,12,8,9,1057,1
4338,12338,54,Female,22944,PPC,Awareness,8852.97,0.05,0.1,47,2.53,13.15,35,18,9,0,3111,1
4339,12339,55,Male,44336,PPC,Conversion,826.78,0.24,0.17,40,7.63,5.83,45,0,1,5,4498,1
4340,12340,41,Male,58624,PPC,Conversion,8313.98,0.21,0.08,0,2.32,12.11,73,9,2,0,4475,1
4341,12341,19,Male,85206,PPC,Awareness,1760.04,0.23,0.18,49,4.9,9.41,0,10,9,7,319,1
4342,12342,39,Female,64764,Referral,Conversion,976.92,0.05,0.16,20,6.63,9.42,11,11,3,3,1236,1
4343,12343,34,Female,117332,PPC,Conversion,2103.0,0.28,0.14,13,5.84,1.1,66,13,2,5,67,1
4344,12344,53,Female,114325,Social Media,Consideration,1116.26,0.05,0.06,45,1.51,13.54,9,15,1,1,1310,0
4345,12345,31,Female,65420,Referral,Consideration,5257.74,0.26,0.19,7,4.26,11.75,0,6,4,9,3785,1
4346,12346,27,Female,109758,SEO,Conversion,9883.33,0.11,0.11,24,5.23,1.03,18,3,1,1,4999,1
4347,12347,52,Female,124381,Email,Awareness,439.84,0.04,0.18,48,4.52,9.36,81,15,1,1,115,0
4348,12348,42,Female,85671,Referral,Conversion,4665.17,0.09,0.05,17,6.99,11.32,94,18,7,5,1146,1
4349,12349,20,Male,35773,PPC,Retention,3922.1,0.06,0.2,14,8.99,12.03,54,2,1,2,1929,1
4350,12350,64,Male,127596,Referral,Retention,3462.1,0.15,0.17,41,7.01,1.78,48,8,7,8,4455,1
4351,12351,55,Female,46447,Email,Retention,3385.45,0.29,0.19,19,6.31,9.78,54,16,7,2,3450,1
4352,12352,34,Female,24033,Email,Consideration,8960.63,0.11,0.05,15,2.34,3.88,85,3,0,2,3150,1
4353,12353,29,Female,75852,PPC,Awareness,287.86,0.19,0.09,6,4.14,7.05,67,8,4,2,1662,1
4354,12354,69,Female,40497,PPC,Conversion,7771.67,0.27,0.03,28,5.93,8.13,40,13,8,6,1249,1
4355,12355,41,Male,99714,Social Media,Awareness,2604.04,0.19,0.04,30,9.41,0.9,54,11,7,0,3235,1
4356,12356,46,Female,146892,Email,Awareness,3894.63,0.12,0.06,28,3.74,4.84,73,18,9,2,3571,1
4357,12357,60,Female,92082,PPC,Awareness,4259.48,0.3,0.19,16,4.04,12.06,73,10,8,7,4774,1
4358,12358,42,Male,93932,Email,Retention,3116.84,0.06,0.14,4,6.31,12.71,78,3,2,2,585,0
4359,12359,53,Female,40978,Social Media,Conversion,1026.23,0.16,0.07,17,9.1,5.29,68,12,1,7,4987,1
4360,12360,43,Male,128867,SEO,Consideration,1231.88,0.24,0.19,13,5.89,6.91,42,13,0,0,3062,1
4361,12361,55,Male,32882,Email,Awareness,3051.5,0.01,0.15,30,2.57,12.55,80,9,7,3,568,1
4362,12362,18,Female,36945,Social Media,Awareness,8235.91,0.21,0.18,49,1.68,3.41,81,15,7,1,3732,1
4363,12363,37,Female,107320,Social Media,Retention,1432.81,0.09,0.19,17,9.0,11.1,56,19,7,7,1799,1
4364,12364,45,Male,76485,Social Media,Retention,7452.13,0.06,0.15,46,7.03,6.41,47,19,2,7,1671,1
4365,12365,33,Male,88850,Referral,Conversion,2959.81,0.09,0.06,24,2.98,14.81,49,5,0,4,2832,1
4366,12366,64,Female,138648,PPC,Consideration,8846.3,0.29,0.2,10,7.52,9.23,68,11,8,2,1318,1
4367,12367,34,Male,79870,Email,Consideration,4340.45,0.27,0.07,25,7.48,2.65,7,15,6,9,1919,1
4368,12368,57,Female,38595,Referral,Retention,1800.06,0.07,0.14,4,7.95,2.99,55,7,5,1,122,0
4369,12369,45,Female,104291,Email,Conversion,9859.86,0.04,0.17,15,9.03,0.9,90,2,6,6,1675,1
4370,12370,29,Male,117847,Referral,Awareness,1848.68,0.12,0.04,7,2.37,10.87,88,14,5,6,4917,1
4371,12371,44,Female,84038,PPC,Conversion,5719.44,0.18,0.13,12,9.61,6.93,25,17,3,4,787,1
4372,12372,59,Female,76126,Social Media,Consideration,5735.94,0.26,0.08,31,9.99,0.66,22,7,1,4,809,1
4373,12373,64,Female,131231,Email,Retention,3790.85,0.29,0.06,26,1.13,1.97,40,8,0,5,2302,1
4374,12374,47,Male,116134,Social Media,Awareness,9519.74,0.23,0.01,48,1.82,4.7,86,19,8,5,3935,1
4375,12375,58,Male,55449,PPC,Awareness,8454.36,0.18,0.18,25,4.91,6.65,92,11,1,6,3451,1
4376,12376,51,Female,121110,Email,Consideration,8315.21,0.05,0.04,8,1.31,14.11,96,14,5,9,3343,1
4377,12377,54,Female,130265,SEO,Awareness,9744.1,0.03,0.18,46,7.61,8.35,58,11,7,9,187,1
4378,12378,23,Male,38639,SEO,Conversion,4625.38,0.18,0.12,6,6.86,13.47,17,14,6,4,128,1
4379,12379,24,Male,65370,SEO,Consideration,1062.14,0.17,0.13,49,7.98,4.13,70,17,8,4,3601,1
4380,12380,49,Female,116559,PPC,Consideration,7678.01,0.26,0.17,45,9.99,5.32,95,2,8,2,344,1
4381,12381,49,Female,94628,SEO,Awareness,3870.04,0.1,0.11,7,9.4,13.27,70,17,3,3,4535,1
4382,12382,42,Male,91918,Email,Consideration,1984.42,0.02,0.08,1,3.7,7.62,7,7,8,1,4319,1
4383,12383,50,Female,62710,SEO,Retention,4884.15,0.13,0.04,17,4.57,9.06,57,17,9,1,1513,1
4384,12384,24,Male,74051,Email,Conversion,9264.62,0.29,0.12,35,7.98,8.83,84,9,1,9,3465,1
4385,12385,69,Female,80639,PPC,Consideration,1796.43,0.24,0.12,23,4.49,9.86,16,6,0,0,1638,1
4386,12386,29,Female,23159,Social Media,Retention,8502.12,0.02,0.07,33,7.29,9.04,50,1,5,0,3128,1
4387,12387,33,Female,91192,Referral,Awareness,4240.23,0.26,0.12,41,9.27,10.57,32,17,3,6,1310,1
4388,12388,33,Male,86988,SEO,Consideration,1454.34,0.15,0.09,37,4.65,2.64,29,9,3,8,1940,1
4389,12389,60,Female,127739,Referral,Retention,8498.98,0.12,0.16,10,6.04,10.8,65,18,9,9,486,1
4390,12390,53,Male,38706,Social Media,Awareness,9699.24,0.11,0.12,9,8.57,2.68,59,2,9,3,636,1
4391,12391,30,Male,29862,PPC,Retention,2983.58,0.18,0.19,28,5.3,5.44,45,5,0,8,2848,1
4392,12392,24,Female,30219,PPC,Awareness,3105.01,0.16,0.11,48,3.6,12.55,99,9,5,3,89,1
4393,12393,53,Female,109017,Social Media,Conversion,3966.41,0.2,0.18,39,3.32,9.31,21,19,2,8,1937,1
4394,12394,64,Male,54536,Referral,Consideration,8159.89,0.18,0.11,5,1.65,14.52,31,9,6,8,2911,1
4395,12395,68,Male,91632,SEO,Conversion,203.13,0.05,0.12,47,3.97,4.16,24,12,0,6,354,1
4396,12396,26,Female,123489,Email,Conversion,2317.17,0.08,0.08,9,7.17,13.85,7,9,7,6,1661,1
4397,12397,49,Female,97391,PPC,Consideration,7088.41,0.25,0.09,29,1.53,9.81,96,18,8,8,1463,1
4398,12398,28,Male,82886,Social Media,Conversion,4115.83,0.2,0.19,27,3.47,5.85,62,13,3,6,3484,1
4399,12399,25,Female,128798,Referral,Conversion,3369.93,0.14,0.05,28,2.0,11.91,28,10,4,6,258,1
4400,12400,50,Female,99996,SEO,Retention,8735.6,0.06,0.03,24,4.64,14.35,80,19,7,2,2194,1
4401,12401,40,Female,53937,Referral,Awareness,9181.61,0.01,0.17,35,1.84,11.8,39,15,4,6,3372,1
4402,12402,42,Female,41094,SEO,Conversion,9485.06,0.1,0.12,26,7.71,0.59,44,2,9,4,1930,1
4403,12403,25,Male,145312,Email,Consideration,2798.25,0.03,0.06,33,9.35,0.65,1,12,3,1,466,0
4404,12404,62,Female,124894,Email,Retention,9133.87,0.15,0.09,33,2.73,2.33,48,13,4,6,2865,1
4405,12405,39,Female,135074,Social Media,Awareness,7395.96,0.25,0.11,31,3.26,12.84,30,8,1,0,691,1
4406,12406,21,Female,137118,Social Media,Conversion,1626.73,0.09,0.12,43,2.44,11.38,67,3,9,4,3826,1
4407,12407,57,Female,47924,SEO,Conversion,6141.67,0.26,0.17,3,2.69,9.78,89,13,1,6,664,1
4408,12408,20,Female,103325,SEO,Consideration,360.71,0.21,0.08,47,3.8,10.57,8,10,0,6,2004,1
4409,12409,46,Male,20123,SEO,Conversion,7112.94,0.05,0.14,33,3.53,9.49,94,11,3,4,3274,1
4410,12410,58,Male,73149,SEO,Consideration,7362.32,0.2,0.17,15,4.47,5.54,9,16,9,6,3727,1
4411,12411,46,Male,133930,Email,Conversion,7914.45,0.05,0.17,46,5.72,10.95,50,15,7,7,4981,1
4412,12412,51,Female,91445,Social Media,Conversion,1808.0,0.2,0.06,45,7.55,14.06,69,0,9,9,4633,1
4413,12413,51,Female,51854,Social Media,Consideration,6319.67,0.05,0.08,10,8.96,11.37,43,15,9,4,4937,1
4414,12414,45,Female,80796,PPC,Awareness,1870.68,0.12,0.12,14,5.13,13.08,25,17,9,9,3398,1
4415,12415,30,Male,89432,Social Media,Retention,9471.84,0.17,0.18,37,9.18,3.94,74,10,9,5,644,1
4416,12416,32,Female,78968,Social Media,Consideration,6782.61,0.02,0.16,29,7.12,5.56,78,1,1,6,1024,1
4417,12417,40,Female,60834,Referral,Awareness,1043.73,0.05,0.12,26,7.56,7.86,83,15,6,6,1949,1
4418,12418,61,Female,127677,Referral,Awareness,1951.62,0.1,0.2,15,5.7,7.34,77,15,7,4,252,1
4419,12419,43,Male,37111,PPC,Consideration,6668.25,0.14,0.09,0,5.71,7.26,20,3,9,1,3047,1
4420,12420,21,Male,92575,SEO,Retention,4819.04,0.26,0.17,24,5.79,9.79,90,0,0,5,1043,1
4421,12421,43,Female,130380,PPC,Consideration,7389.35,0.06,0.17,27,5.43,12.9,29,10,2,4,1882,1
4422,12422,57,Female,44099,PPC,Conversion,2879.81,0.11,0.18,42,5.13,13.36,70,6,5,5,229,1
4423,12423,26,Male,89206,Email,Conversion,6613.38,0.15,0.2,13,7.97,2.68,14,5,6,2,654,1
4424,12424,22,Female,70293,Social Media,Awareness,1851.91,0.1,0.1,33,4.49,1.81,79,5,4,0,4654,0
4425,12425,49,Male,128871,Email,Conversion,5482.73,0.19,0.05,47,2.86,5.01,58,19,6,8,3398,1
4426,12426,37,Female,138719,Social Media,Retention,9582.22,0.08,0.1,3,2.22,11.19,83,17,5,9,4576,1
4427,12427,67,Female,35029,PPC,Consideration,6319.4,0.23,0.17,13,8.92,12.01,83,7,6,0,1964,1
4428,12428,28,Male,51811,Social Media,Retention,594.94,0.16,0.17,15,8.77,6.06,85,5,3,9,54,1
4429,12429,32,Female,35793,SEO,Awareness,9888.75,0.04,0.07,14,3.19,5.0,69,7,1,8,1411,1
4430,12430,49,Male,126854,SEO,Conversion,1652.98,0.19,0.02,33,2.06,2.39,19,2,7,9,4509,1
4431,12431,45,Male,68106,PPC,Conversion,7208.88,0.18,0.11,12,9.64,3.95,68,3,0,3,2018,1
4432,12432,39,Female,105662,Referral,Consideration,5372.05,0.11,0.1,16,5.34,1.96,52,5,3,7,194,1
4433,12433,58,Male,104764,SEO,Retention,3014.17,0.01,0.03,27,1.84,4.91,74,16,3,5,2373,0
4434,12434,34,Male,147418,PPC,Retention,1855.37,0.07,0.16,9,2.94,10.3,1,0,0,7,439,0
4435,12435,43,Male,104131,Email,Consideration,1859.25,0.13,0.06,46,7.33,2.37,29,14,7,7,2662,1
4436,12436,61,Male,20972,Referral,Conversion,8598.16,0.07,0.13,16,1.73,5.16,7,14,5,1,1922,1
4437,12437,24,Male,20360,SEO,Awareness,8741.83,0.18,0.03,7,4.9,8.17,39,11,1,2,455,1
4438,12438,59,Male,22632,PPC,Awareness,4704.94,0.22,0.17,1,4.85,5.24,7,5,3,8,2649,1
4439,12439,43,Female,55958,PPC,Consideration,1125.85,0.26,0.15,0,7.17,6.87,16,19,6,1,2994,1
4440,12440,42,Male,123252,Email,Consideration,8853.23,0.2,0.08,4,2.79,7.7,98,4,8,3,4489,1
4441,12441,27,Female,100882,Email,Consideration,4921.46,0.21,0.13,34,9.85,11.74,29,6,6,0,1376,1
4442,12442,62,Male,133858,Referral,Retention,4443.75,0.19,0.05,21,2.4,12.72,0,7,1,3,2680,1
4443,12443,36,Male,38008,SEO,Conversion,4132.83,0.3,0.2,42,6.39,3.29,68,9,0,2,3093,1
4444,12444,28,Male,97656,PPC,Conversion,3713.64,0.09,0.16,15,3.95,5.86,63,6,9,3,3930,1
4445,12445,30,Female,50283,Referral,Consideration,5307.45,0.09,0.16,8,2.2,8.84,79,6,6,2,2406,1
4446,12446,25,Female,70908,Referral,Awareness,6084.96,0.05,0.04,35,5.85,7.74,35,13,8,4,101,1
4447,12447,57,Female,27818,Email,Retention,4717.68,0.15,0.01,8,2.53,1.67,78,3,1,3,2190,0
4448,12448,21,Male,90655,PPC,Consideration,8976.82,0.04,0.12,13,7.12,5.5,48,9,2,8,4532,1
4449,12449,64,Female,50579,Social Media,Retention,3244.85,0.09,0.04,9,1.29,3.8,80,12,3,4,4826,0
4450,12450,48,Male,75178,Email,Consideration,5825.29,0.15,0.16,21,5.59,6.55,76,6,8,4,1024,1
4451,12451,45,Male,77584,PPC,Retention,3069.54,0.29,0.09,15,2.97,5.4,23,2,6,1,1790,1
4452,12452,28,Female,85020,Referral,Awareness,7558.17,0.29,0.07,40,9.55,10.58,3,4,1,3,872,1
4453,12453,60,Male,131257,Referral,Awareness,1111.0,0.23,0.02,2,7.39,6.32,76,17,3,3,4660,1
4454,12454,18,Female,133204,SEO,Awareness,1968.12,0.12,0.2,27,7.8,4.0,61,6,3,4,4486,1
4455,12455,66,Male,115373,Social Media,Awareness,8031.89,0.26,0.19,29,7.35,9.48,8,5,3,4,1062,1
4456,12456,64,Female,141663,Email,Conversion,1913.66,0.26,0.04,28,6.99,11.04,25,7,9,3,216,1
4457,12457,69,Female,20975,SEO,Conversion,6294.89,0.27,0.07,0,2.24,2.07,46,6,6,9,3352,1
4458,12458,55,Female,83479,SEO,Retention,9705.41,0.2,0.08,27,9.98,4.14,15,19,5,1,4816,1
4459,12459,41,Male,36265,Social Media,Consideration,5276.62,0.07,0.07,21,6.92,3.53,36,10,1,6,3188,1
4460,12460,64,Male,83518,Email,Conversion,1955.22,0.04,0.19,31,9.08,3.42,69,9,9,9,4771,1
4461,12461,48,Female,24318,Email,Consideration,3274.84,0.28,0.15,10,5.53,13.58,10,5,1,1,828,0
4462,12462,58,Male,140611,Referral,Retention,8252.23,0.03,0.19,25,3.57,2.33,1,17,2,6,488,1
4463,12463,63,Female,55081,Email,Consideration,3581.44,0.1,0.18,30,4.94,13.13,93,5,9,8,2155,1
4464,12464,67,Female,78649,SEO,Awareness,7262.76,0.15,0.15,19,4.59,6.21,82,9,0,7,4546,1
4465,12465,43,Male,135475,Referral,Awareness,7795.77,0.02,0.14,19,1.14,9.79,22,8,8,8,3816,1
4466,12466,66,Female,137116,Email,Conversion,5061.71,0.27,0.17,32,7.07,6.89,46,7,6,7,428,1
4467,12467,67,Female,127051,Social Media,Retention,7853.81,0.09,0.14,4,7.64,9.18,61,11,6,1,1909,1
4468,12468,22,Male,63069,SEO,Conversion,3237.34,0.02,0.05,40,1.37,8.5,75,9,8,8,1078,1
4469,12469,37,Male,133352,PPC,Conversion,5209.98,0.3,0.13,2,3.21,6.78,38,11,6,6,4638,1
4470,12470,69,Female,98670,Social Media,Conversion,6896.93,0.1,0.11,43,6.98,4.49,5,17,0,3,4503,1
4471,12471,58,Male,124968,Social Media,Retention,1763.92,0.26,0.2,49,3.9,14.0,35,18,3,9,1007,1
4472,12472,28,Female,131686,Email,Awareness,2808.86,0.14,0.11,33,9.4,13.78,61,13,8,6,334,1
4473,12473,50,Male,96377,Referral,Awareness,6555.16,0.2,0.02,30,2.01,1.53,59,12,5,8,2638,1
4474,12474,67,Female,111671,Referral,Conversion,6588.07,0.08,0.06,41,9.35,3.74,78,6,7,0,3105,1
4475,12475,55,Male,32427,SEO,Consideration,4983.7,0.16,0.18,6,9.23,8.82,35,7,2,3,3357,1
4476,12476,44,Female,60251,Email,Awareness,7976.3,0.08,0.19,29,9.6,14.72,76,14,5,8,2209,1
4477,12477,51,Female,119667,Referral,Awareness,4872.34,0.29,0.15,17,1.7,11.05,71,8,3,9,2483,1
4478,12478,32,Male,122263,PPC,Retention,8825.09,0.03,0.02,15,3.45,12.37,88,2,7,3,96,1
4479,12479,49,Male,45165,Email,Awareness,7385.44,0.09,0.01,12,3.26,5.06,87,4,2,6,4688,1
4480,12480,38,Female,87285,Email,Awareness,3215.48,0.27,0.1,32,8.97,3.67,30,3,4,1,2209,1
4481,12481,63,Female,141359,Referral,Conversion,4013.01,0.15,0.2,6,8.26,3.78,39,19,1,2,3303,1
4482,12482,22,Male,118844,Social Media,Conversion,6710.1,0.18,0.18,29,2.43,7.51,59,19,6,7,1910,1
4483,12483,23,Female,84927,Email,Retention,8955.08,0.2,0.19,10,2.27,12.95,12,5,8,0,2258,1
4484,12484,55,Male,93170,Social Media,Retention,1869.22,0.03,0.13,5,5.27,3.64,92,7,4,2,3002,1
