CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion
10685,21,Female,20125,Referral,Consideration,3422.73,0.08,0.19,22,8.76,1.21,3,4,2,1,512,0
14937,28,Female,23837,Email,Consideration,5141.37,0.19,0.11,14,8.03,2.32,13,14,3,9,2999,1
14709,37,Male,62876,SEO,Retention,386.21,0.17,0.09,21,8.19,12.85,93,1,3,0,3558,1
14332,65,Male,88741,PPC,Consideration,9898.48,0.03,0.02,38,2.25,3.4,7,18,6,1,222,0
12480,38,Female,87285,Email,Awareness,3215.48,0.27,0.1,32,8.97,3.67,30,3,4,1,2209,1
12834,23,Male,27163,Social Media,Conversion,6010.91,0.23,0.07,22,7.77,13.28,62,10,4,5,3181,1
11020,42,Male,52580,SEO,Conversion,1360.22,0.15,0.07,25,2.25,11.61,27,18,4,9,4728,1
10028,47,Female,89108,PPC,Awareness,7184.16,0.28,0.04,1,7.74,12.4,11,10,0,4,2668,1
12503,34,Male,37423,Social Media,Consideration,4553.79,0.23,0.13,45,1.02,7.9,52,3,5,9,1481,1
11652,69,Female,104946,SEO,Retention,976.69,0.17,0.01,25,6.95,11.75,26,1,3,4,3697,1
13127,66,Male,33714,Referral,Retention,5393.28,0.03,0.08,44,5.34,3.29,11,5,1,2,1048,1
11786,29,Male,87680,PPC,Conversion,351.47,0.28,0.13,15,9.39,3.25,5,3,8,0,23,1
10538,51,Female,25177,SEO,Awareness,2880.04,0.17,0.08,7,3.7,5.83,41,9,6,1,786,1
14234,20,Female,31039,Email,Conversion,2006.22,0.24,0.17,43,6.72,8.67,77,13,4,3,2395,1
9412,50,Female,140609,Email,Consideration,1076.88,0.27,0.1,43,4.3,11.84,32,19,4,3,3234,1
14778,26,Male,141402,Email,Awareness,2244.3,0.02,0.04,21,1.74,14.69,82,8,0,1,3680,0
10666,51,Female,58333,Referral,Retention,4808.03,0.14,0.03,44,2.37,14.0,24,0,9,0,1453,0
13212,49,Female,20530,Email,Consideration,8581.22,0.18,0.05,3,1.12,1.33,41,0,3,2,2261,0
10195,40,Female,66434,Email,Conversion,4600.3,0.03,0.12,8,8.66,12.36,89,6,1,1,452,0
8514,45,Female,137954,SEO,Awareness,9901.97,0.11,0.13,32,3.0,5.06,72,14,4,9,2406,1
15176,43,Male,89360,Social Media,Consideration,8956.8,0.23,0.16,19,9.86,2.43,79,19,5,5,2256,1
8060,25,Female,120488,PPC,Consideration,9657.29,0.07,0.06,21,1.35,7.56,38,7,6,0,1035,1
14727,18,Male,32614,Email,Consideration,7595.9,0.25,0.17,30,5.73,11.57,73,13,0,2,2433,1
12304,50,Male,77290,Email,Conversion,7813.75,0.28,0.15,36,6.44,5.66,26,12,6,7,536,1
8381,58,Male,107151,Social Media,Consideration,9081.13,0.17,0.07,13,3.42,2.24,3,9,6,3,3124,1
15096,23,Female,45979,SEO,Retention,6828.39,0.23,0.02,48,4.39,3.02,62,12,0,0,4959,1
10063,50,Female,127630,Email,Awareness,2422.7,0.06,0.02,25,4.28,8.23,38,15,5,0,3007,1
8124,25,Female,114463,Email,Awareness,6297.31,0.23,0.11,7,3.37,2.91,73,14,4,5,4974,1
15944,19,Female,117367,PPC,Conversion,9295.19,0.22,0.17,27,8.42,6.75,36,3,3,2,4010,1
11463,23,Male,108095,Social Media,Consideration,1943.88,0.25,0.16,48,1.33,2.92,47,15,2,5,4486,1
10860,58,Female,56308,Referral,Retention,2534.05,0.19,0.11,31,8.57,4.66,78,12,3,4,4203,1
8395,20,Male,21310,Referral,Awareness,2074.81,0.11,0.1,42,5.71,14.79,17,2,7,2,2905,1
9782,51,Female,29343,PPC,Retention,6638.65,0.19,0.16,8,2.92,0.73,89,11,1,6,1043,1
10478,47,Male,36506,Email,Retention,3093.56,0.27,0.11,17,8.87,14.73,2,1,3,1,24,1
8324,42,Male,23143,SEO,Retention,9287.72,0.19,0.14,26,9.25,2.32,43,13,8,9,2928,1
11800,31,Female,137574,SEO,Conversion,5644.92,0.08,0.04,18,3.17,12.03,48,0,0,6,3619,1
12389,60,Female,127739,Referral,Retention,8498.98,0.12,0.16,10,6.04,10.8,65,18,9,9,486,1
15852,32,Male,35362,Email,Retention,8733.33,0.13,0.18,34,1.96,6.44,68,3,3,3,4750,0
13875,35,Male,119618,PPC,Awareness,5448.53,0.14,0.09,20,9.35,6.03,22,14,4,4,1001,1
14418,32,Female,22438,Email,Consideration,6760.61,0.04,0.1,24,1.39,0.64,40,13,4,0,429,0
9177,50,Male,33140,SEO,Conversion,5669.94,0.16,0.13,47,4.57,12.49,7,18,2,2,1581,1
11467,19,Male,148758,SEO,Consideration,3072.3,0.16,0.13,46,1.47,13.85,53,16,0,8,1596,1
13545,45,Male,27447,Social Media,Conversion,6638.08,0.01,0.14,28,8.77,14.32,59,6,7,0,2498,1
10971,49,Female,20973,PPC,Consideration,3687.44,0.29,0.08,10,9.78,1.64,42,8,4,6,1122,1
14586,57,Male,104528,Referral,Consideration,4301.37,0.17,0.02,40,1.08,3.11,6,19,2,1,3585,0
9143,18,Male,50493,SEO,Consideration,1222.33,0.18,0.18,34,4.6,14.28,80,5,9,8,72,1
13292,68,Female,27006,Email,Retention,4967.07,0.16,0.04,17,9.81,2.34,0,10,7,6,4311,1
11380,22,Female,93644,Referral,Retention,6048.66,0.16,0.11,37,6.09,4.49,35,8,3,2,2824,1
12012,36,Female,55885,Social Media,Conversion,8529.33,0.08,0.07,37,1.19,11.6,94,13,7,8,2561,1
10383,38,Male,114450,Email,Conversion,6889.57,0.13,0.16,26,9.92,8.81,63,14,0,7,1925,1
10083,61,Female,76388,Social Media,Consideration,4284.8,0.05,0.04,23,9.85,5.34,84,17,9,1,1436,1
12933,33,Female,88590,Email,Consideration,8066.58,0.15,0.05,32,7.69,9.61,20,9,8,9,2854,1
9002,32,Female,130075,Social Media,Conversion,6414.59,0.13,0.1,7,5.6,5.11,64,9,2,8,4907,1
14471,22,Male,105017,SEO,Consideration,1996.08,0.25,0.09,10,2.15,8.43,84,2,6,9,224,0
11916,32,Male,56415,Referral,Awareness,9997.0,0.15,0.18,7,8.27,3.01,88,6,3,7,4759,1
14792,28,Female,129609,Referral,Consideration,1763.41,0.03,0.06,8,6.21,1.37,21,19,3,0,4279,0
10719,19,Female,73242,Social Media,Awareness,4071.48,0.03,0.15,38,9.95,6.33,42,6,8,5,3863,1
14962,47,Female,96226,Referral,Consideration,112.38,0.14,0.17,11,6.71,11.24,51,0,3,7,1974,1
15322,41,Female,91016,Email,Awareness,927.1,0.14,0.06,18,3.66,1.8,2,11,9,8,4873,1
12871,44,Female,45382,PPC,Conversion,3955.41,0.12,0.05,17,6.55,10.18,87,18,2,1,4981,1
11460,69,Male,34332,Email,Conversion,2351.66,0.19,0.13,8,5.29,5.32,77,7,4,2,4856,1
10795,33,Female,47410,PPC,Conversion,8103.63,0.01,0.2,1,7.76,8.78,74,11,3,0,621,1
11190,62,Female,87857,SEO,Awareness,9434.6,0.15,0.04,48,1.76,8.89,30,2,0,4,2481,1
9023,35,Female,43117,Email,Retention,4507.36,0.25,0.14,25,7.35,10.88,24,13,6,5,1621,1
9244,60,Female,68245,SEO,Conversion,3515.79,0.11,0.03,0,3.01,5.37,57,9,5,1,3655,1
15732,46,Female,39513,Referral,Retention,614.03,0.11,0.09,4,6.53,11.42,19,0,4,0,3025,1
13239,20,Female,57336,Social Media,Consideration,1297.95,0.06,0.19,14,3.36,5.72,33,0,1,7,4246,1
10684,43,Female,62205,Social Media,Conversion,3342.25,0.17,0.05,13,7.17,0.99,89,19,9,0,791,1
9904,21,Male,116889,PPC,Consideration,338.37,0.14,0.08,30,9.18,10.97,38,6,9,6,4994,1
15280,42,Female,38368,Referral,Conversion,7101.12,0.11,0.12,47,6.91,10.3,63,3,2,5,4500,1
10077,43,Female,132343,PPC,Consideration,6580.75,0.14,0.04,37,1.44,14.39,70,16,0,1,2428,1
12332,27,Male,25465,Social Media,Conversion,3990.98,0.18,0.16,13,5.04,14.91,29,14,6,0,625,1
10647,22,Male,130023,PPC,Conversion,8273.09,0.15,0.09,44,9.96,5.95,61,19,9,9,1734,1
9007,56,Female,68192,Social Media,Awareness,5127.66,0.13,0.07,26,5.5,11.52,54,8,3,2,587,1
12754,49,Male,23527,Referral,Retention,1836.94,0.2,0.17,13,4.55,8.05,76,13,1,2,4259,1
8523,33,Female,115017,Social Media,Consideration,9380.66,0.16,0.08,21,6.6,14.46,5,14,6,7,521,1
10200,19,Female,78397,PPC,Consideration,1094.59,0.19,0.03,5,7.36,8.14,62,13,9,8,4200,1
11204,37,Female,123693,Referral,Retention,8090.22,0.22,0.03,41,5.45,10.3,50,14,7,2,2869,1
11793,58,Male,108456,Referral,Retention,4876.61,0.12,0.12,18,9.42,4.4,49,11,1,4,664,1
11532,31,Female,101975,Referral,Retention,7645.19,0.22,0.12,34,7.25,3.22,21,3,6,1,1738,1
15623,18,Male,32857,PPC,Retention,7182.53,0.06,0.08,2,6.83,4.08,81,8,2,5,3505,1
10024,34,Male,49605,Referral,Awareness,9429.49,0.19,0.01,4,2.65,12.63,8,14,0,8,2551,1
8444,19,Male,109893,SEO,Consideration,2442.43,0.2,0.04,8,8.28,6.06,42,7,0,1,1327,0
8288,24,Male,140384,Email,Retention,616.83,0.19,0.16,47,1.88,8.28,5,13,7,5,295,1
11854,40,Female,52161,Referral,Consideration,1266.12,0.08,0.13,11,4.04,12.54,87,11,7,8,3742,1
9943,30,Female,99134,Email,Retention,3675.52,0.18,0.15,6,3.74,1.55,70,9,2,2,4136,1
12134,57,Male,133507,Email,Awareness,311.39,0.26,0.03,26,5.91,13.45,22,12,0,5,1345,1
15367,29,Female,27923,Referral,Consideration,1203.54,0.04,0.06,13,7.51,7.49,39,2,6,9,2666,0
14687,36,Male,80047,Email,Awareness,5558.38,0.15,0.07,47,7.11,3.85,43,18,2,2,2973,1
9885,23,Male,147727,Referral,Consideration,877.42,0.11,0.13,3,1.37,10.95,98,1,2,9,3312,0
8248,22,Male,81794,Social Media,Retention,6985.76,0.09,0.02,37,8.54,7.63,19,10,3,8,1719,1
15553,51,Female,89245,Email,Consideration,6324.12,0.25,0.13,18,7.39,3.07,41,6,8,4,265,0
12177,67,Female,49030,Social Media,Conversion,5663.42,0.16,0.16,28,6.52,6.72,85,0,7,3,68,1
9708,66,Female,78070,SEO,Retention,9375.99,0.07,0.09,12,2.0,1.41,61,11,6,8,2397,1
12122,25,Male,117683,PPC,Retention,9495.67,0.15,0.13,29,3.9,5.74,30,0,1,3,2423,1
13195,65,Male,29940,Email,Conversion,216.99,0.16,0.09,31,4.78,8.39,19,4,6,7,4674,1
9617,58,Female,94710,Referral,Retention,789.99,0.18,0.08,41,9.72,6.23,15,9,5,4,1138,1
12794,20,Female,98538,Social Media,Consideration,9596.22,0.21,0.02,29,5.87,3.37,71,13,5,0,3856,1
14541,57,Male,134704,Social Media,Awareness,528.32,0.25,0.18,35,7.91,1.02,3,0,2,5,3165,1
15337,52,Male,46657,SEO,Retention,1327.0,0.21,0.14,8,2.29,5.93,3,1,8,6,2207,1
15143,64,Female,93191,SEO,Consideration,5998.17,0.3,0.17,20,8.81,5.73,73,2,7,2,2412,1
15441,30,Female,84586,Social Media,Awareness,1775.96,0.08,0.12,25,7.9,9.73,62,1,7,3,1115,0
15444,27,Female,46865,Social Media,Retention,6271.87,0.02,0.14,1,4.13,12.33,87,15,5,1,2147,1
14006,42,Female,136189,PPC,Awareness,381.07,0.08,0.13,45,8.78,11.59,4,17,4,8,3208,1
15234,44,Female,41283,SEO,Retention,7059.07,0.23,0.05,28,1.1,14.37,6,15,3,9,3265,1
15268,52,Female,56161,Email,Consideration,5548.58,0.14,0.04,11,5.67,14.9,17,14,8,9,3015,1
15487,20,Male,84046,Social Media,Consideration,6158.1,0.23,0.15,20,8.58,11.82,74,16,9,8,1914,0
12758,21,Female,122433,PPC,Conversion,4909.91,0.29,0.02,5,3.4,14.81,9,5,7,1,3472,1
12824,36,Female,22202,Email,Awareness,1753.43,0.13,0.11,47,3.13,9.67,60,19,1,7,1705,1
11182,69,Male,59038,SEO,Retention,6461.46,0.02,0.02,30,1.06,14.35,74,5,8,2,2059,1
14005,62,Male,108669,Referral,Conversion,6788.88,0.02,0.13,22,4.26,5.99,45,19,9,8,2631,1
12921,37,Male,132833,Social Media,Retention,1868.77,0.04,0.06,18,5.92,1.47,30,7,7,8,2361,1
14321,36,Female,118962,PPC,Consideration,5908.5,0.09,0.06,31,8.18,4.05,1,0,9,7,450,1
8484,43,Female,42568,Social Media,Retention,7087.85,0.02,0.12,18,1.49,7.36,56,15,8,4,1194,1
9440,65,Female,144613,Referral,Consideration,4730.59,0.02,0.08,38,3.37,2.46,11,2,3,9,3554,1
8585,25,Female,118529,Referral,Conversion,487.82,0.18,0.02,45,6.94,8.85,4,12,6,1,1221,1
15454,42,Male,101061,Email,Conversion,9942.62,0.12,0.18,4,2.89,7.58,90,0,3,5,856,0
9991,46,Male,70546,Referral,Consideration,6914.82,0.12,0.07,14,4.0,1.73,26,12,0,0,1055,1
13663,47,Male,75713,Referral,Conversion,6387.86,0.22,0.13,35,8.15,5.32,22,15,9,2,4239,1
14748,56,Female,68437,Referral,Consideration,5969.59,0.17,0.11,16,4.22,1.77,96,9,7,2,3305,1
14556,47,Male,63809,Social Media,Retention,7003.45,0.22,0.08,43,4.63,11.41,36,5,8,8,4530,1
9756,22,Female,22963,Social Media,Consideration,417.9,0.05,0.19,16,7.33,3.06,50,7,5,0,4821,1
12736,64,Female,118629,Social Media,Conversion,5362.11,0.21,0.19,4,7.2,5.11,86,18,6,3,812,1
8625,52,Female,131315,Social Media,Consideration,1846.44,0.23,0.14,9,9.36,14.07,34,2,1,3,3085,1
10220,22,Female,96676,PPC,Awareness,4979.62,0.13,0.08,2,9.54,8.69,53,11,4,2,2206,1
10672,62,Male,106089,Social Media,Consideration,995.49,0.23,0.19,20,5.71,11.94,84,11,0,2,3969,1
11481,65,Female,145741,Social Media,Retention,7287.54,0.11,0.1,37,7.59,3.6,30,15,0,5,2838,1
12780,18,Female,96772,Referral,Retention,3479.17,0.25,0.09,10,8.16,12.77,74,7,8,0,3074,1
11256,60,Female,60955,Referral,Awareness,6635.59,0.17,0.1,49,5.43,8.42,71,14,1,2,1404,1
8805,50,Female,67280,Email,Conversion,8355.42,0.06,0.04,19,7.0,12.39,80,6,3,1,3860,1
9165,35,Female,66390,SEO,Conversion,1247.41,0.08,0.03,39,5.19,12.56,40,2,5,3,2842,1
10643,40,Female,139278,Social Media,Retention,9648.54,0.12,0.05,16,6.24,4.48,55,10,8,1,433,1
11671,39,Male,104619,Social Media,Consideration,3184.61,0.07,0.04,1,1.76,5.14,23,8,6,6,4832,0
11512,57,Male,33071,SEO,Conversion,3487.22,0.16,0.05,30,9.98,4.69,78,15,3,7,4485,1
9677,59,Female,132923,Referral,Consideration,5507.5,0.2,0.05,37,2.2,14.48,5,16,3,6,170,1
15687,41,Female,59437,PPC,Conversion,4946.44,0.11,0.07,21,6.94,5.77,48,16,3,8,3288,1
13770,52,Male,52903,PPC,Conversion,8036.58,0.25,0.03,11,2.0,8.56,80,13,7,8,1978,1
15581,67,Female,125534,Referral,Retention,7206.23,0.22,0.05,31,8.94,3.11,57,19,3,3,3105,0
14782,56,Female,31073,Referral,Conversion,2056.97,0.12,0.1,26,1.14,10.39,58,16,6,1,1237,1
9098,43,Female,116818,Referral,Conversion,401.24,0.17,0.05,2,8.16,2.38,28,8,2,5,4607,1
12285,31,Female,64191,Email,Awareness,230.99,0.14,0.03,38,3.1,10.25,90,2,6,5,3068,1
8406,64,Female,118812,Referral,Conversion,6985.92,0.29,0.2,12,9.17,2.42,8,8,9,0,2822,1
8051,67,Female,97857,PPC,Conversion,5768.65,0.06,0.02,15,6.24,14.31,56,1,3,9,4720,1
14628,62,Female,131407,PPC,Conversion,9514.92,0.23,0.1,1,9.49,3.33,87,14,0,1,3858,1
8632,42,Male,33615,Email,Consideration,5796.15,0.27,0.1,21,2.16,2.22,45,16,9,2,1335,1
11096,68,Male,79789,Social Media,Awareness,3029.84,0.14,0.09,37,1.5,6.23,60,3,8,9,1465,1
10581,54,Female,119142,SEO,Retention,8371.55,0.01,0.03,44,2.46,0.86,22,14,4,4,2108,1
12300,26,Male,79615,SEO,Retention,3497.95,0.03,0.05,20,3.93,14.66,17,13,5,3,3014,1
10219,54,Male,114048,Email,Awareness,743.88,0.1,0.12,33,4.41,13.58,26,2,6,5,4365,1
10891,34,Male,111724,Social Media,Awareness,4932.25,0.13,0.06,27,3.92,14.17,96,3,6,3,3170,1
11757,22,Female,83202,PPC,Conversion,3176.79,0.05,0.07,1,1.67,9.52,46,16,3,9,153,1
10642,62,Female,88225,PPC,Consideration,4647.0,0.2,0.09,6,9.56,10.45,19,0,1,1,465,0
12622,62,Male,56764,Referral,Retention,3845.09,0.04,0.06,8,7.07,12.49,6,5,7,3,4090,1
15886,49,Female,86520,PPC,Conversion,3824.34,0.25,0.07,3,7.33,7.56,19,0,1,9,3307,0
8002,46,Female,88456,PPC,Awareness,1546.43,0.28,0.08,2,8.22,13.79,0,11,2,8,2337,1
13492,62,Male,61585,PPC,Consideration,2456.33,0.1,0.11,39,1.95,7.23,75,2,4,8,3747,1
8136,44,Female,54961,PPC,Conversion,8212.72,0.28,0.02,0,9.75,13.32,78,5,1,3,3124,1
10924,36,Female,69999,Referral,Awareness,4490.85,0.03,0.2,28,8.13,9.03,22,0,4,4,314,1
11878,52,Female,57869,Social Media,Retention,3422.77,0.08,0.03,42,6.33,10.65,72,7,9,7,2284,1
15521,48,Female,128447,PPC,Retention,8752.46,0.27,0.18,44,5.14,9.26,15,11,2,0,4297,0
10345,22,Female,122614,PPC,Consideration,4874.95,0.22,0.13,14,6.99,3.96,4,10,1,0,46,0
9684,30,Female,61887,SEO,Conversion,9746.56,0.26,0.13,28,4.81,10.94,52,13,1,2,3804,1
12869,28,Male,138301,Referral,Awareness,6782.53,0.2,0.06,14,9.94,4.41,41,15,1,4,1310,1
10462,46,Male,148658,PPC,Conversion,6820.57,0.14,0.19,5,7.08,14.05,24,3,9,5,60,1
11608,63,Female,112024,Social Media,Awareness,3620.09,0.05,0.12,22,3.17,12.54,4,0,5,6,4783,1
14645,62,Male,117239,Social Media,Consideration,3438.23,0.29,0.09,15,4.25,13.34,48,5,0,9,2714,1
11544,23,Male,67577,PPC,Conversion,9067.87,0.26,0.05,4,8.27,3.4,25,1,2,9,3409,1
10429,32,Female,47491,Email,Consideration,7330.25,0.12,0.09,27,4.59,5.92,33,0,2,4,3772,1
15205,40,Male,60376,Referral,Retention,4809.92,0.09,0.14,30,4.43,7.06,95,0,5,9,3236,1
12595,46,Female,41037,Referral,Awareness,3219.92,0.13,0.06,35,6.54,1.72,41,5,9,7,452,1
15229,59,Female,124869,Referral,Consideration,2063.31,0.17,0.11,6,2.56,8.55,26,5,5,4,2699,1
14947,43,Male,75122,PPC,Retention,1935.97,0.23,0.06,5,3.09,5.1,32,7,7,9,452,1
8330,52,Male,48896,SEO,Awareness,3310.15,0.11,0.1,19,8.13,5.77,71,7,7,1,4625,1
13678,49,Female,133605,PPC,Retention,3598.75,0.23,0.01,41,5.21,9.93,58,13,4,5,106,1
10533,22,Male,40760,Social Media,Conversion,4707.7,0.29,0.08,4,5.84,5.59,51,9,3,1,214,1
14922,48,Female,21552,SEO,Awareness,781.94,0.24,0.05,13,6.53,1.11,93,12,2,0,3642,0
14810,24,Male,134495,Referral,Retention,4661.18,0.14,0.19,49,4.21,8.22,86,14,4,0,504,1
11018,39,Male,20858,Email,Consideration,7916.02,0.03,0.1,49,9.39,10.61,4,14,2,7,3553,1
15438,59,Female,134080,Social Media,Retention,5046.87,0.23,0.04,12,8.27,8.94,60,11,2,0,743,0
13758,43,Female,113445,Referral,Consideration,6011.71,0.18,0.03,46,2.88,2.11,65,14,0,9,1076,1
9876,58,Female,89541,SEO,Retention,1671.62,0.12,0.18,19,9.56,14.35,37,10,3,6,2500,1
9722,26,Female,135287,Email,Awareness,5472.96,0.07,0.02,22,6.06,4.3,66,14,4,6,3410,1
9092,50,Female,46408,Social Media,Conversion,1672.9,0.24,0.15,6,1.27,3.19,90,1,9,9,4426,1
10444,32,Male,148345,Social Media,Awareness,2688.16,0.11,0.1,16,2.68,0.74,49,6,7,0,954,0
9493,62,Female,83925,SEO,Consideration,3502.28,0.12,0.19,12,9.69,14.33,31,6,5,4,2503,1
9380,47,Female,60122,Referral,Awareness,5673.5,0.27,0.18,8,5.44,11.58,76,7,3,8,4787,1
13849,44,Female,85179,Email,Consideration,7100.89,0.17,0.03,31,3.43,1.09,30,2,3,7,107,1
8630,37,Male,61997,SEO,Awareness,8164.41,0.13,0.07,0,8.02,8.01,73,9,7,0,1983,1
9162,62,Female,58549,Social Media,Awareness,7795.26,0.02,0.13,30,3.51,2.52,11,0,1,3,601,0
13868,56,Male,65630,Social Media,Retention,7514.07,0.2,0.14,32,2.9,7.1,35,7,0,4,3864,1
13086,45,Male,92623,Social Media,Awareness,2441.32,0.15,0.09,22,2.47,10.65,68,19,9,9,3190,1
9375,67,Female,75619,Referral,Conversion,3580.84,0.24,0.05,49,6.06,6.96,35,3,4,9,2477,1
10987,47,Female,147396,PPC,Retention,3618.88,0.19,0.03,5,4.09,3.37,93,11,5,0,2503,0
15087,34,Female,138502,Referral,Retention,8884.01,0.04,0.08,45,4.71,13.49,76,7,6,3,3055,1
11565,55,Male,78220,Social Media,Retention,7545.52,0.14,0.1,25,7.22,8.41,24,13,5,3,2680,1
14688,63,Female,30191,Referral,Awareness,4505.02,0.28,0.09,46,7.0,0.68,80,7,8,4,4772,1
12680,18,Female,99864,Email,Conversion,1445.59,0.14,0.19,8,4.14,10.74,0,4,8,4,4446,1
11890,65,Female,134829,PPC,Retention,1610.51,0.23,0.2,17,4.12,3.46,89,11,3,3,700,1
9647,35,Female,148536,Social Media,Retention,4960.12,0.2,0.11,15,1.09,2.63,70,17,0,1,3456,0
11619,63,Female,126435,Email,Consideration,2475.08,0.27,0.11,46,8.97,14.6,64,0,2,2,4197,1
8290,43,Female,71337,SEO,Retention,7426.07,0.1,0.1,31,2.39,13.92,10,11,9,1,4697,1
8325,46,Male,121341,Social Media,Conversion,3980.5,0.22,0.19,16,1.7,1.35,64,1,0,5,1301,1
14457,56,Female,127127,PPC,Retention,777.63,0.29,0.05,47,9.0,0.79,60,18,0,0,2055,0
8417,26,Female,143980,PPC,Consideration,1696.44,0.22,0.11,12,3.6,3.86,61,6,0,7,781,1
11675,51,Female,36944,SEO,Retention,4299.37,0.14,0.1,11,7.36,1.31,74,0,5,3,2261,1
13447,41,Male,95348,PPC,Consideration,3421.42,0.24,0.18,2,4.53,11.01,95,1,1,3,2749,1
14634,42,Female,115446,PPC,Awareness,9300.83,0.2,0.06,21,4.97,14.29,91,16,8,7,3440,1
10193,65,Female,141331,SEO,Retention,1337.75,0.22,0.02,23,4.71,8.91,96,3,7,2,2113,1
11536,56,Female,49114,SEO,Retention,8778.86,0.14,0.13,26,4.06,1.24,22,9,8,4,707,1
9923,29,Female,46170,SEO,Consideration,8644.18,0.11,0.05,43,1.49,1.25,23,1,7,1,3630,1
8011,28,Male,29605,SEO,Awareness,2898.25,0.2,0.16,16,9.16,1.37,23,18,6,5,2403,1
9378,66,Female,83401,SEO,Consideration,8298.54,0.1,0.02,34,7.11,14.0,62,19,5,7,2045,1
13786,30,Male,28826,Social Media,Conversion,108.06,0.09,0.19,31,5.08,13.8,51,5,6,5,971,1
8678,34,Male,139779,Referral,Consideration,6106.27,0.1,0.08,46,9.7,5.14,96,17,7,1,2719,1
13809,25,Female,42068,Referral,Retention,8035.47,0.17,0.06,19,8.1,2.87,53,19,1,6,3287,1
8814,42,Male,119676,Email,Consideration,9860.82,0.22,0.01,47,4.63,12.64,57,18,9,7,3758,1
9242,53,Female,88264,SEO,Awareness,1499.61,0.13,0.14,30,2.76,0.8,90,19,5,4,3536,1
12656,31,Female,65680,PPC,Awareness,3152.01,0.13,0.02,6,5.52,14.78,37,10,6,1,1160,1
14506,33,Female,32501,Referral,Awareness,5396.44,0.11,0.12,35,9.09,12.34,93,8,4,8,1571,1
12788,26,Male,103227,PPC,Consideration,304.82,0.25,0.16,17,3.93,3.72,75,3,2,2,4497,1
11172,32,Female,132079,SEO,Conversion,5795.01,0.1,0.02,37,8.16,13.26,79,15,1,4,185,1
13430,49,Male,85711,Referral,Awareness,9093.45,0.16,0.13,25,7.58,7.7,9,15,1,0,4880,1
11505,52,Female,40753,PPC,Consideration,236.38,0.28,0.18,12,7.88,0.63,18,11,5,2,405,1
9259,29,Male,44400,Email,Retention,4231.33,0.21,0.14,38,9.8,8.52,36,0,6,2,3388,1
9635,68,Female,139195,SEO,Conversion,7047.41,0.09,0.18,19,3.07,14.62,38,8,7,7,355,1
12294,30,Male,50825,Social Media,Conversion,7282.23,0.03,0.07,34,3.65,14.79,45,13,2,4,2892,1
13085,66,Male,132491,Social Media,Consideration,9165.94,0.1,0.08,32,5.35,13.18,66,5,7,4,4561,1
14420,64,Male,128686,Referral,Retention,6192.38,0.05,0.14,12,5.3,14.75,37,13,2,6,4681,1
11995,28,Female,21902,SEO,Consideration,6972.62,0.17,0.04,6,5.7,12.62,51,3,1,2,3209,1
13792,25,Female,78204,Email,Retention,1472.17,0.21,0.04,1,6.7,9.68,63,4,3,4,439,0
10202,22,Male,36960,PPC,Awareness,2731.69,0.1,0.11,28,7.58,3.62,49,2,2,9,3783,0
8477,67,Male,135725,PPC,Retention,338.71,0.27,0.18,27,8.07,10.86,48,13,9,5,157,1
8028,61,Female,27549,Referral,Retention,6250.27,0.15,0.08,25,3.95,10.67,92,17,1,3,68,1
12981,68,Female,148424,SEO,Conversion,9116.02,0.3,0.17,44,2.31,14.17,3,13,3,3,3887,1
9492,46,Female,71500,Referral,Consideration,3418.95,0.3,0.1,19,9.69,13.58,80,1,9,6,108,1
14646,33,Female,77172,Email,Retention,8035.47,0.08,0.12,49,6.06,14.68,21,8,3,5,4480,1
14831,49,Male,142143,Email,Awareness,6560.92,0.3,0.05,7,7.31,6.78,32,14,9,2,259,1
8250,51,Male,135900,PPC,Awareness,5741.98,0.25,0.05,8,8.63,10.3,50,8,2,2,1588,1
9409,54,Male,62113,Social Media,Conversion,5613.64,0.29,0.04,31,5.35,9.29,48,6,6,0,521,1
15360,28,Male,130497,PPC,Awareness,5406.88,0.04,0.12,5,2.92,8.64,93,13,4,5,370,1
11025,35,Female,74941,Referral,Consideration,3634.04,0.09,0.18,6,4.01,11.26,26,9,3,6,4192,1
9323,60,Female,20527,Social Media,Awareness,4214.29,0.21,0.18,46,9.34,1.95,57,16,5,4,712,1
14300,52,Female,119233,Email,Retention,9450.47,0.24,0.04,16,4.67,1.01,58,10,2,3,1058,1
9592,61,Female,77995,Social Media,Awareness,7007.71,0.29,0.07,16,6.76,12.29,45,4,2,1,3266,1
11698,52,Female,26621,Email,Retention,6834.51,0.17,0.12,22,1.96,7.18,8,13,7,5,2497,1
15387,48,Female,110473,Email,Awareness,4828.1,0.03,0.19,31,1.81,12.47,72,2,2,9,1732,0
9754,20,Male,85064,Referral,Consideration,1569.02,0.29,0.18,26,8.83,12.56,63,10,2,0,1138,1
10526,42,Female,64227,Referral,Awareness,3035.47,0.04,0.11,6,4.42,6.33,69,12,1,5,3411,1
15803,33,Female,30924,Email,Consideration,8576.83,0.06,0.18,21,7.15,4.74,46,7,7,2,4782,1
9094,66,Female,90683,Email,Conversion,2045.07,0.22,0.09,29,5.54,11.05,50,15,0,8,2033,1
